tournament_name,year,data_quality,status,source,source_url,forum_url,wiki_url,spreadsheet_url,bracket_url,discord_url,rank_range,team_size,format,notes
[STD] Provinciaal Nederbelgisch Kampioenschap 2025 [Benelux only/Open rank],2025,low,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2142519,https://osu.ppy.sh/community/forums/topics/2142519,,,,https://discord.gg/ppy,,,,discovered but missing structured data links
[STD] Torneo Fugaz Argentino Spinoff 2: 4-Hour Cuck Chair Endurance | Open Rank TS2,2025,partial,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2160302,https://osu.ppy.sh/community/forums/topics/2160302,,https://docs.google.com/spreadsheets/d/1H8R-pbPDyzW07iIH8wd5ThBXvptqPofg60SGMR2Be0E/edit?gid=801704530,,https://discord.gg/ppy,,,,has at least one structured source
[STD] Fantastic Age Tournament | Open Rank,2025,high,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2160010,https://osu.ppy.sh/community/forums/topics/2160010,,https://docs.google.com/spreadsheets/d/1ULpESxeb4ua70sVpjEKvghB6qo6rDT6_ouPNLISBHVY/edit?usp=sharing,https://challonge.com/FATosu,https://discord.gg/ppy,,,,"has two core sources among match links, spreadsheet, and bracket"
"[STD] Double Carry Showdown 2 [5k - 99,999] | 1v1 Team Size 2 | [CONCLUDED]",2025,high,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2159562,https://osu.ppy.sh/community/forums/topics/2159562,,https://docs.google.com/spreadsheets/d/1zGYCRAQI9kANHp7bJ9PJ6GzIaW3zDozp2F0D9JdpWmM/edit?gid=1832429336,https://challonge.com/ru/doublecarryshowdown2,https://discord.gg/ppy,,1,1v1,"has two core sources among match links, spreadsheet, and bracket"
[STD] 5 Digit European Cup Minor League 2026 (5ECML) | 10k-99.999 BWS (4v4 TS8),2025,partial,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2160276,https://osu.ppy.sh/community/forums/topics/2160276,,https://docs.google.com/spreadsheets/d/144-fwf8eFt6RKKAX91rkb9NVhxf8j03KLqyhiWmLs8g/edit?usp=sharing,,https://discord.gg/ppy,,4,4v4,has at least one structured source
[STD] Paxyh Cup 2025 | 2v2 TS3 | #9k-#99.9k | Iberoamericano [BUFFER PLS WINS!],2025,high,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2152795,https://osu.ppy.sh/community/forums/topics/2152795,,https://docs.google.com/spreadsheets/d/14iUSj2xw0csHKDRxx-LmK78pOlRvYUfQdRMAfxcDeqY/edit?gid=0,https://challonge.com/es/pc2025,https://discord.gg/ppy,,2,2v2,"has two core sources among match links, spreadsheet, and bracket"
[STD] French Winter AIM Cup | 1v1 | French only | Open Rank,2025,high,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2145946,https://osu.ppy.sh/community/forums/topics/2145946,,https://docs.google.com/spreadsheets/d/1pCdKaq6Q5F9u83xpkYS7-ydQxbCeinQAcFKWbpV1q2U/edit?usp=sharing,https://challonge.com/fr/FWAC,https://discord.gg/ppy,,1,1v1,"has two core sources among match links, spreadsheet, and bracket"
[STD] [3k-30k] DACH Open: Interim Masters - REGS CLOSED,2025,partial,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2153164,https://osu.ppy.sh/community/forums/topics/2153164,,https://docs.google.com/spreadsheets/d/1efu6YH_3RXqIjjfPar-5p9n2LeXRo-YfEYhJBs9ngBg,,https://discord.gg/ppy,,,,has at least one structured source
Std | Abbey's Troll Map Tournament 3.5 (ATMT3.5) | 7.5k+ | solo | Player reg open,2025,partial,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2155558,https://osu.ppy.sh/community/forums/topics/2155558,,https://docs.google.com/spreadsheets/d/17C8MslyKCxoKLQyZdJfFtQ3VGGJP5cDKiqrYQ1MGYJ4/edit?usp=sharing,,https://discord.gg/ppy,,,,has at least one structured source
Std | Abbey's Troll Map Tournament 3 (ATMT3) | 7.5k-100k | 3v3 ts3-5 | Team reg closed,2025,high,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2093936,https://osu.ppy.sh/community/forums/topics/2093936,,https://docs.google.com/spreadsheets/d/1yK0z0DCenhVJDz2kDwb8KzUuncd6pVHKqCs14acdRi4/edit?usp=sharing,https://challonge.com/ATMT3,https://discord.gg/ppy,,3,3v3,"has two core sources among match links, spreadsheet, and bracket"
[STD][中文 1v1] Carry Yourself Tournament X WOChao Cup: Posthumous | Regs CLOSED,2025,high,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2156004,https://osu.ppy.sh/community/forums/topics/2156004,,https://docs.google.com/spreadsheets/d/1WsvaDsyh-Rv6NoMaTOqrIXnoag_HtmVOlYWIDDLp1dE/edit?gid=772225182,https://challonge.com/kkk1hyoi,https://discord.gg/ppy,,1,1v1,"has two core sources among match links, spreadsheet, and bracket"
[STD]❆Frost Duo Cup 2 | 2v2 ts2 #100k-300k | PLAYER REGS CLOSED,2025,partial,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2147730,https://osu.ppy.sh/community/forums/topics/2147730,,https://docs.google.com/spreadsheets/d/1VzeXANTk3FpOybtq3M8JWV9OxrEXUnzwYpCUniJAoDs/edit?usp=sharing,,https://discord.gg/ppy,,2,2v2,has at least one structured source
[STD] 81 Vilayet Kupası (TR ONLY) | 1v1 | 4481pp - 6781pp [Player and Staff Registiriations Open],2025,partial,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2145450,https://osu.ppy.sh/community/forums/topics/2145450,,https://docs.google.com/spreadsheets/d/1Mdw9HJuBtxEKE74UeovqOzsWKOPZfZt1PIwM21R8SUg/edit?usp=sharing,,https://discord.gg/ppy,,1,1v1,has at least one structured source
"[STD] BetterMeman's Tag Draft Cup (BTDC) [3v3, ts6] [50k-inf]",2025,partial,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2148019,https://osu.ppy.sh/community/forums/topics/2148019,,https://docs.google.com/spreadsheets/d/1jrNuSV9kX6grvZBE7IOa2Y0VwbnXVHzZ3WySD1dH7Xs/edit?usp=sharing,,https://discord.gg/ppy,,3,3v3,has at least one structured source
"[STD, 1v1] Mistrzostwa Polski 5-digitów 3 10k-99.999 [PL ONLY][REGS OPEN]",2025,high,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2146324,https://osu.ppy.sh/community/forums/topics/2146324,,https://docs.google.com/spreadsheets/d/1ouG-3bsGIoLVEu-p12-UGoXzSUJKtz7zs3SW44BzX54/edit?usp=sharing,https://challonge.com/pl/4bnl6ic,https://discord.gg/ppy,,1,1v1,"has two core sources among match links, spreadsheet, and bracket"
[o!std] [Player registrations open] Latvian osu! LAN Tournament - LoLT 2026 Winter edition,2025,partial,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2137587,https://osu.ppy.sh/community/forums/topics/2137587,,,https://challonge.com/Lolt2026winter,https://discord.gg/ppy,,,,has at least one structured source
[STD] Conyoh Cup 6 | 4v4 | No Rank Limit (BWS) | International | 3 Divisions | Registrations CLOSED,2025,partial,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2147080,https://osu.ppy.sh/community/forums/topics/2147080,,https://docs.google.com/spreadsheets/d/1KTqYbKIpNjZRXFQgMDjR8b6juZlJ9FpnRIwwx002jX0/edit?usp=sharing,,https://discord.gg/ppy,no rank limit,4,4v4,has at least one structured source
"[STD] Laika's 2025 Minor League [999,999 - 100,000] [3v3] [ts6] [REGS : Closed] [Staff : Closed]",2025,high,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2136958,https://osu.ppy.sh/community/forums/topics/2136958,,https://docs.google.com/spreadsheets/d/1tfSO7FPWFyPAGts6HJuHENCdPgP7YcNSnx7pUezWE9k/edit?usp=sharing,https://challonge.com/de/rzrbwszh,https://discord.gg/ppy,,3,3v3,"has two core sources among match links, spreadsheet, and bracket"
[STD] Oklahoma LAN Tournament 3 | Open rank | 1v1 [CONCLUDED],2025,high,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2146955,https://osu.ppy.sh/community/forums/topics/2146955,,https://docs.google.com/spreadsheets/d/1RNM39xotY9vDhK6KrIlgmADN6QfZEYPsAq7ckbLxbSo/edit?gid=1578767690,https://challonge.com/h64d6zwp,https://discord.gg/ppy,,1,1v1,"has two core sources among match links, spreadsheet, and bracket"
[STD] Darkaim Cup (130.000-15.000) [2vs2] [TS3] [REGS : Closed] [Staff : Open],2025,high,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2142703,https://osu.ppy.sh/community/forums/topics/2142703,,https://docs.google.com/spreadsheets/d/1gDMlCoPk_hPZzNWF-sWsyWChTwuQfXwYwByplGWtC1c/edit?gid=0,https://challonge.com/de/qbm5busi,https://discord.gg/ppy,,2,2v2,"has two core sources among match links, spreadsheet, and bracket"
"[STD] PIVO CUP 3 [3v3,TS3] [Open Rank]",2025,low,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2138689,https://osu.ppy.sh/community/forums/topics/2138689,,,,,,3,3v3,discovered but missing structured data links
[std] osu! Argentina Tournament 2025 | Open Rank | 1v1,2025,high,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2144778,https://osu.ppy.sh/community/forums/topics/2144778,,https://docs.google.com/spreadsheets/d/1-uSS5rzxewzLJLM7DLdQJEBQp-xV9PckA1OZjaYac00/edit?usp=sharing,https://challonge.com/es/ro3j0o9z,https://discord.gg/ppy,,1,1v1,"has two core sources among match links, spreadsheet, and bracket"
[STD][RU-speaking only] Kazakhstan Tournament Mafia Draft Cup 2 [#5.000-#99.999 || 3v3 TS5 Draft],2025,low,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2140861,https://osu.ppy.sh/community/forums/topics/2140861,,,,,,3,3v3,discovered but missing structured data links
[STD] Gael's Tournament Mayonesa [1vs1] [Concluded] | [OPEN RANK!] [Regs closed!],2025,low,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2145203,https://osu.ppy.sh/community/forums/topics/2145203,,,,,,1,1v1,discovered but missing structured data links
"[STD] [CONCLUDED, Open Rank, 2v2 TS2] Mavo's Blitz Brawl 8",2025,low,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2142008,https://osu.ppy.sh/community/forums/topics/2142008,,,,,,2,2v2,discovered but missing structured data links
"[STD][中文] PSC's Suiji Cup [2v2, TS4] [#10,000-inf] [Tournament ENDED]",2025,low,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2142075,https://osu.ppy.sh/community/forums/topics/2142075,,,,,,2,2v2,discovered but missing structured data links
"[STD][CN/TW/HK/MO/SG/MY] Hello! Shanden Cup 5 : Limit Break [2v2,TS2-4] [#7,500-99,999] [RegClosed]",2025,low,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2142841,https://osu.ppy.sh/community/forums/topics/2142841,,,,,,2,2v2,discovered but missing structured data links
YuniCup 2025 LAN Event [STD][1v1][Open Rank][Regs CLOSED],2025,low,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2141431,https://osu.ppy.sh/community/forums/topics/2141431,,,,,,1,1v1,discovered but missing structured data links
"[STD] Kotomori Cup 5 - 2v2 | 22,000pp Limit [JPN Only | Open rank]",2025,low,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2141956,https://osu.ppy.sh/community/forums/topics/2141956,,,,,,2,2v2,discovered but missing structured data links
"(STD) Warachi's Experiences Tournament 2 (10k-200k, 1v1/2v2/3v3, Hispanohablantes + Invitados)",2025,low,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2137560,https://osu.ppy.sh/community/forums/topics/2137560,,,,,,1,1v1,discovered but missing structured data links
[STD] osu Arab Cup [OPEN RANK] [1v1] [Player Registration Closed] [Staff Registration Open],2025,low,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2139966,https://osu.ppy.sh/community/forums/topics/2139966,,,,,,1,1v1,discovered but missing structured data links
[STD] Gael's Tournament Mayonesa [1vs1] | [OPEN RANK!] [Delayed by 2 weeks...],2025,low,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2124874,https://osu.ppy.sh/community/forums/topics/2124874,,,,,,1,1v1,discovered but missing structured data links
[STD] Rumah's Standard Tournament | 2v2 | 85k-150k | PLAYER AND STAFF REGS OPEN,2025,low,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/1672711,https://osu.ppy.sh/community/forums/topics/1672711,,,,,,2,2v2,discovered but missing structured data links
"[STD] BIPOLAR FUN WORLD (2v2, 5k-50k BWS) [REGS OPEN]",2025,low,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2129608,https://osu.ppy.sh/community/forums/topics/2129608,,,,,,2,2v2,discovered but missing structured data links
[STD][TW Only] The Luke920118's Tournament | Force DT | 2v2 TS3,2025,low,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2132782,https://osu.ppy.sh/community/forums/topics/2132782,,,,,,2,2v2,discovered but missing structured data links
[STD][中文][2v2 TS4] Ama’s Cup 3 [Openrank],2025,low,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2136539,https://osu.ppy.sh/community/forums/topics/2136539,,,,,,2,2v2,discovered but missing structured data links
"[STD]osu!Together Cup [中文 | 90k-250k |TS4, 2v2] Regs Closed",2025,partial,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2130881,https://osu.ppy.sh/community/forums/topics/2130881,,https://docs.google.com/spreadsheets/d/1syDg5K6SG4V8ILZpVtSqvx_KLWVJScLdoXgA9O-gqTQ,,https://discord.gg/ppy,,2,2v2,has at least one structured source
"[STD] KakirM's Suiji Cup | Iberoaméricano | #100 - #100,000 3v3 TS6 BWS [REGS CLOSED]",2025,low,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2094415,https://osu.ppy.sh/community/forums/topics/2094415,,,,,,3,3v3,discovered but missing structured data links
[STD] (OHIO ONLY) Specter's Ohio Clash Showdown (6.5k-∞) (1v1 Double Elim) [Regs Closed],2025,low,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2124649,https://osu.ppy.sh/community/forums/topics/2124649,,,,,,1,1v1,discovered but missing structured data links
[STD] osu! Portugal Tournament 2025 | 1v1 | PT Only | Open Rank | Regs Closed,2025,low,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2131921,https://osu.ppy.sh/community/forums/topics/2131921,,,,,,1,1v1,discovered but missing structured data links
[STD] Thailand Accuracy Showdown | Open Rank 1v1 | TH Only,2025,low,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/1828444,https://osu.ppy.sh/community/forums/topics/1828444,,,,,,1,1v1,discovered but missing structured data links
"[STD] Che Sfondo Cup | #10,000 - #99,999 (BWS) | IT/DE only | 2v2 TS3",2025,low,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2125032,https://osu.ppy.sh/community/forums/topics/2125032,,,,,,2,2v2,discovered but missing structured data links
[STD] Bulgarian Community Cup 5 [Open Rank] | 3v3,2025,low,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2130531,https://osu.ppy.sh/community/forums/topics/2130531,,,,,,3,3v3,discovered but missing structured data links
