,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Isak-,,A,"713,228",99.54%,,,,,,,,ESCRUPULILLO,,A,"894,026",99.54%,,,,,,,,alfiu,,S,"700,707",98.84%,,,,,,,,Xepei,,S,"860,098",96.08%,,,,,,,,tomadoi,,A,"774,533",98.79%,,,,,,,,chests,, S ,"957,283",96.84%,,,,,,,,GNX,,A,"664,827",98.83%,,,,,,,,Kyujin,,A,"769,698",98.92%,,,,,,,,shwq,,S,"729,970",96.45%,,,,,,,,flyond,,A,"1,007,546",97.23%,,,,,,,,scylla,,S,"1,076,035",96.98%,,,,,,,,badeu,,S,"1,138,462",98.51%,,,,,,,,z9a,HR,S,"701,706",96.44%,,,,,,,,Nyash,HR,A,"947,029",97.40%,,,,,,,,ZaNy_,HD,A,"631,073",99.31%,,,,,,,,Hibiki,HD,A,"502,907",99.24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Xepei,,A,"692,903",99.67%,,,,,,,,marbl,,S,"889,868",96.69%,,,,,,,,siiphs,,A,"636,040",97.58%,,,,,,,,Isak-,,A,"769,243",97.61%,,,,,,,,Teppi,,A,"610,938",98.55%,,,,,,,,miinr,,A,"795,217",97.82%,,,,,,,,MejiroMcQueen,,A,"648,534",98.02%,,,,,,,,Saiyku,,S,"753,558",99.17%,,,,,,,,-izzy,,S,"633,353",97.34%,,,,,,,,Hibiki,,A,"848,828",97.71%,,,,,,,,Andros,,A,"848,505",96.21%,,,,,,,,Kehest,,A,"744,507",98.53%,,,,,,,,tomadoi,HD,A,"694,042",96.89%,,,,,,,,Kurumiw,NM,A,"802,396",99.24%,,,,,,,,zonelouise,HR,A,"510,128",99.05%,,,,,,,,ming0328ming,NM,A,"419,877",98.46%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#4,,Romania,origin_,,S,"995,627",99.88%,"2,835,479",FI,,,#4,,Austria,z9a,,S,"965,197",98.90%,"3,670,255",TH,,,#4,,Kazakhstan,Kamensh1k,,S,"949,037",98.61%,"3,115,390",UA,,,#4,,Sweden,scylla,,S,"941,206",98.47%,"3,503,045",NL,,,#4,,Philippines,perhap,,S,"942,185",98.45%,"3,021,706",SE,,,#4,,China,lolol233,, S ,"1,015,529",98.89%,"3,688,890",TH,,,#4,,Sweden,scylla,, S ,"1,041,887",99.56%,"2,714,275",NL,,,#4,,Chile,Intercambing,,S,"1,064,552",99.06%,"3,437,123",FR,,,#4,,Argentina,Bomilk,,S,"989,546",97.02%,"3,436,590",BE,,,#4,,Vietnam,Another Guy,,S,"1,218,215",99.87%,"4,244,794",MY,,,#4,,Chile,Gonzah,,S,"1,131,724",98.39%,"4,128,674",FR,,,#4,,Indonesia,lifeline,,S,"1,182,380",99.47%,"4,136,038",RO,,,#4,,Norway,YokesPai,HD,A,"946,241",96.89%,"3,206,941",AT,,,#4,,Norway,NINERIK,HDHR, S ,"1,133,806",99.22%,"3,783,874",TH,,,#4,,France,FlasTEH,HD,A,"899,412",99.45%,"3,116,673",CL,,,#4,,Argentina,jackzebra,NM,A,"652,983",99.71%,"2,154,322",UY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,badeu,,A,"696,860",99.67%,,,,,,,,Akuma no Tenshi,,S,"935,296",99.34%,,,,,,,,shiyumi,,A,"891,795",98.40%,,,,,,,,Lightningfox,,S,"929,855",97.99%,,,,,,,,Rammu,,S,"940,881",98.26%,,,,,,,,Crystal,, S ,"1,014,986",98.72%,,,,,,,,Fejlan,,A,"684,540",98.83%,,,,,,,,siiphs,,S,"998,243",99.23%,,,,,,,,jackzebra,,S,"943,221",98.93%,,,,,,,,def,,S,"1,198,020",99.54%,,,,,,,,alfiu,,S,"1,109,571",97.80%,,,,,,,,Hakui Koyori,,S,"1,155,233",98.86%,,,,,,,,Melvr,NM,A,"867,202",98.71%,,,,,,,,Melvr,HD, S ,"1,005,246",98.55%,,,,,,,,Musty,NM,S,"847,105",99.88%,,,,,,,,Bomilk,NM,A,"591,261",99.43%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Kehest,,A,"615,553",99.33%,,,,,,,,fedoragoose,,S,"924,712",97.67%,,,,,,,,Ternafis,,A,"654,580",99.12%,,,,,,,,trumpatino69,,S,"876,091",96.44%,,,,,,,,NathanRam1918,,A,"671,868",98.06%,,,,,,,,Ledeau_Fox,,A,"948,355",97.38%,,,,,,,,Lightningfox,, S ,"534,779",96.56%,,,,,,,,Lasseh,,A,"774,254",97.33%,,,,,,,,Amuro,,A,"854,572",97.30%,,,,,,,,baoo,,A,"1,061,434",97.88%,,,,,,,,xXChokgamerXx,,A,"1,025,096",95.90%,,,,,,,,Thatnoobguy,,A,"1,088,283",97.50%,,,,,,,,antonyw,NM,S,"726,172",98.96%,,,,,,,,papercandle,HR,A,"996,167",98.90%,,,,,,,,Hifkil,HR,A,"733,083",99.50%,,,,,,,,Seiong,NM,A,"509,779",99.33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Pregnancy,,A,"527,439",99.32%,,,,,,,,z10a,,S,"845,050",98.56%,,,,,,,,ItzZeroIce,,A,"619,978",97.69%,,,,,,,,Guyra_,,S,"755,893",96.24%,,,,,,,,zonelouise,,A,"466,772",98.43%,,,,,,,,lolol235,, S ,"710,020",98.78%,,,,,,,,Guyra_,,A,"453,069",97.37%,,,,,,,,Hanayume,,A,"600,074",98.46%,,,,,,,,viciobylike,,A,"649,251",96.71%,,,,,,,,smthelse,,A,"767,125",98.56%,,,,,,,,Intercambing,,S,"862,283",98.11%,,,,,,,,Stixe,,A,"710,142",98.12%,,,,,,,,NINERIK,HDHR,A,"667,326",98.32%,,,,,,,,Pinguinzi,NM,S,"648,655",99.16%,,,,,,,,calangi,NM,A,"637,073",99.60%,,,,,,,,viciobylike,NM,A,"400,299",99.14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#5,,New Zealand,5aiyku,,A,"759,209",99.76%,"2,761,172",ID,,,#5,,Norway,NINERIK,,SS,"1,008,101",100.00%,"3,632,345",TH,,,#5,,Vietnam,electrostrike,,S,"850,783",95.35%,"3,100,719",DK,,,#5,,Peru,[MG]Arnold24x24,,S,"938,292",98.43%,"3,493,151",KZ,,,#5,,Norway,NINERIK,,S,"972,975",99.32%,"3,020,750",AT,,,#5,,Finland,Amasetic,, S ,"1,054,540",99.83%,"3,479,432",RO,,,#5,,Greece,JackPaX,, S ,"1,030,134",99.22%,"2,713,283",HK,,,#5,,New Zealand,Saiyku,,S,"1,049,571",98.62%,"3,399,476",ID,,,#5,,China,lolol235,,S,"1,026,629",98.00%,"3,404,281",AT,,,#5,,China,lolol233,,S,"1,190,875",99.40%,"4,226,541",NO,,,#5,,Argentina,Seiong,,S,"1,175,068",99.43%,"4,107,500",TR,,,#5,,Romania,origin_,,A,"1,108,258",99.26%,"4,040,880",NZ,,,#5,,New Zealand,Saiyku,HR,S,"1,050,181",98.77%,"3,194,957",RO,,,#5,,Thailand,-Kedama,HD, S ,"1,042,038",99.52%,"3,717,170",CN,,,#5,,France,Musty,HD,A,"874,401",99.68%,"3,062,758",ES,,,#5,,Uruguay,PLOXARU,NM,A,"745,693",99.80%,"2,134,453",AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Saiyku,,A,"693,666",99.85%,,,,,,,,Melvr,,S,"953,457",98.53%,,,,,,,,Seamie,,A,"820,916",97.35%,,,,,,,,P r a h,,S,"854,371",95.62%,,,,,,,,YokesPai,,S,"949,371",98.55%,,,,,,,,Isak-,,A,"979,011",98.48%,,,,,,,,-Puyu,, S ,"874,457",98.59%,,,,,,,,ozbert,,S,"986,704",96.90%,,,,,,,,lolol234,,S,"970,753",96.51%,,,,,,,,lolol235,,S,"1,168,885",98.94%,,,,,,,,Tofy,,S,"1,171,085",99.32%,,,,,,,,Kehest,,A,"1,105,276",98.55%,,,,,,,,ozbert,HDHR, S ,"967,151",94.53%,,,,,,,,Lesperry,NM,S,"988,105",99.66%,,,,,,,,Geordie Greep,NM,A,"799,058",99.45%,,,,,,,,Rebo,NM,A,"546,690",99.57%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Kyujin,,A,"663,013",99.36%,,,,,,,,HUNDUR,,S,"919,235",97.49%,,,,,,,,def,,A,"763,119",98.10%,,,,,,,,MiguisXD,,S,"852,568",95.87%,,,,,,,,Melvr,,A,"614,256",98.16%,,,,,,,,savilju,, S ,"777,853",99.30%,,,,,,,,Leftie,,A,"542,274",97.61%,,,,,,,,Kyujin,,A,"784,230",99.14%,,,,,,,,lolol233,,A,"838,721",99.50%,,,,,,,,Ledeau_Fox,,S,"1,149,084",98.34%,,,,,,,,jackzebra,,S,"1,083,910",97.28%,,,,,,,,etn,,S,"1,042,924",98.75%,,,,,,,,5aiyku,NM,A,"628,599",98.01%,,,,,,,,chests,HR,A,"903,089",97.12%,,,,,,,,calangi,NM,A,"704,648",99.78%,,,,,,,,helvetia,NM,A,"443,867",99.45%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,pii,,A,"645,284",99.39%,,,,,,,,papercandle,,A,"751,552",98.97%,,,,,,,,smthelse,,A,"665,901",97.56%,,,,,,,,SapeSape,,S,"847,920",95.44%,,,,,,,,antonyw,,A,"484,148",98.21%,,,,,,,,Kalanluu,,A,"668,028",97.42%,,,,,,,,KittyLikeme,,B,"266,418",91.80%,,,,,,,,5aiyku,,A,"578,971",98.95%,,,,,,,,Crystal,,A,"568,178",96.21%,,,,,,,,Crystal,,A,"717,697",97.45%,,,,,,,,viciobylike,,S,"677,437",97.84%,,,,,,,,badeu,,S,"784,422",96.45%,,,,,,,,Kyujin,HD,A,"549,026",96.80%,,,,,,,,Arz3,NM,A,"783,938",98.38%,,,,,,,,Hifkil,HR,A,"684,651",99.62%,,,,,,,,Melxdy,NM,A,"398,203",98.88%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#6,,Norway,papercandle,,S,"985,844",99.57%,"2,753,458",TH,,,#6,,Malaysia,Harumi Ena,,S,"982,428",99.39%,"3,604,884",DK,,,#6,,Kazakhstan,Ternafis,,S,"985,048",99.61%,"3,090,886",PT,,,#6,,China,lolol235,,S,"958,608",98.91%,"3,459,779",NO,,,#6,,Hong Kong,misha awa,,S,"980,839",99.52%,"3,011,276",SG,,,#6,,Taiwan,Flyer,, S ,"1,021,729",99.13%,"3,374,094",DK,,,#6,,Norway,YokesPai,, S ,"986,604",98.00%,"2,565,197",AT,,,#6,,China,lolol234,,S,"1,067,685",99.12%,"3,233,554",NO,,,#6,,China,lolol235,,S,"1,001,418",97.39%,"3,342,526",NO,,,#6,,Netherlands,John breathe,,S,"1,208,651",99.67%,"4,213,839",BR,,,#6,,Chile,Gonzah,,S,"1,157,216",99.00%,"4,039,303",IT,,,#6,,Chile,xXChokgamerXx,,S,"1,178,442",99.39%,"3,992,373",FR,,,#6,,Finland,Isak-,NM,S,"973,811",99.21%,"3,056,834",RO,,,#6,,Japan,Furamun,HD, S ,"1,044,477",99.59%,"3,699,890",HK,,,#6,,Finland,AllyrD,NM,SS,"1,002,900",100.00%,"2,942,056",NZ,,,#6,,Chile,Intercambing,NM,A,"724,297",99.62%,"2,083,096",ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,NINERIK,,S,"728,953",99.92%,,,,,,,,mint breeze,,S,"980,388",99.20%,,,,,,,,Kamensh1k,,S,"929,814",98.02%,,,,,,,,lolol233,,S,"935,210",98.27%,,,,,,,,flyond,,A,"704,006",98.09%,,,,,,,,Ruyaya,, S ,"977,459",97.70%,,,,,,,,antonyw,, S ,"638,222",97.63%,,,,,,,,Crystal,,A,"797,046",98.79%,,,,,,,,Crystal,,S,"993,720",97.17%,,,,,,,,perthed again,,S,"1,194,076",99.54%,,,,,,,,Intercambing,,S,"1,098,526",97.55%,,,,,,,,Intercambing,,S,"1,177,496",99.30%,,,,,,,,Amasetic,NM,A,"901,284",98.99%,,,,,,,,RafuNa,HR,A,"1,004,821",99.07%,,,,,,,,savilju,NM,A,"714,379",99.84%,,,,,,,,alfiu,NM,A,"504,451",99.66%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Melvr,,A,"651,195",99.61%,,,,,,,,Rampax,,S,"960,737",98.65%,,,,,,,,shiyumi,,A,"712,247",98.76%,,,,,,,,Crystal,,A,"901,092",98.20%,,,,,,,,F2X,,A,"676,712",99.27%,,,,,,,,Spinesnight,,A,"723,645",96.44%,,,,,,,,Melvr,,A,"522,118",98.13%,,,,,,,,lolol235,,A,"690,227",99.04%,,,,,,,,lolol233,,A,"684,711",99.13%,,,,,,,,Wind Tales,,S,"1,147,477",98.37%,,,,,,,,xXChokgamerXx,,S,"1,085,108",97.24%,,,,,,,,alfiu,,A,"849,588",98.47%,,,,,,,,Kalanluu,HD,A,"771,372",97.45%,,,,,,,,YMD,NM,S,"986,047",99.59%,,,,,,,,Isak-,HD,A,"708,350",99.14%,,,,,,,,Lasseh,NM,A,"444,894",98.18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,antonyw,,A,"387,466",98.45%,,,,,,,,mabayu,,A,"681,331",97.00%,,,,,,,,ItzZeroIce,,A,"463,777",98.48%,,,,,,,,Moonlit111,,S,"664,869",95.51%,,,,,,,,ming0328ming,,A,"649,719",98.86%,,,,,,,,GAO HAO,,A,"651,261",97.97%,,,,,,,,NINERIK,,A,"418,253",98.13%,,,,,,,,lolol233,,A,"678,596",98.82%,,,,,,,,lolol234,,A,"662,677",97.76%,,,,,,,,John ethken,,A,"663,635",99.68%,,,,,,,,alfiu,,A,"698,453",97.23%,,,,,,,,Hanayume,,A,"786,847",98.90%,,,,,,,,Mike Tyson,HR,A,"410,367",96.72%,,,,,,,,shouponpon,NM,S,"664,545",99.71%,,,,,,,,Xepei,HR,A,"516,427",97.98%,,,,,,,,siiphs,HD,A,"409,454",98.37%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#7,,Thailand,Lesperry,,A,"801,074",99.10%,"2,746,500",CN,,,#7,,Indonesia,MineFrostID,,S,"1,005,781",99.94%,"3,599,771",FI,,,#7,,Chile,NO37,,S,"986,796",99.67%,"3,077,105",IT,,,#7,,Peru,[MG]Arnold24x24,,S,"934,564",98.27%,"3,411,591",UA,,,#7,,Hong Kong,misha awa,,S,"972,301",99.32%,"2,989,278",JP,,,#7,,Kazakhstan,shiyumi,, S ,"1,033,428",99.32%,"3,367,849",PE,,,#7,,Spain,marbl,, S ,"1,020,864",98.96%,"2,556,640",CL,,,#7,,France,Hifkil,,S,"1,033,691",98.30%,"3,170,716",IT,,,#7,,Malaysia,n0 head,,S,"1,027,272",98.06%,"3,199,919",TW,,,#7,,Malaysia,Harumi Ena,,S,"1,208,067",99.73%,"4,133,165",DK,,,#7,,New Zealand,Kyujin,,S,"1,147,289",98.80%,"3,982,982",FI,,,#7,,Austria,Akuma no Tenshi,,S,"1,185,298",99.47%,"3,926,235",CN,,,#7,,New Zealand,Kyujin,HD, S ,"993,662",98.20%,"2,978,532",FI,,,#7,,Philippines,NathanRam1918,NM,S,"998,105",99.93%,"3,601,566",BR,,,#7,,Spain,A L E P H,HD,A,"913,510",99.74%,"2,897,594",IT,,,#7,,Belgium,hexi,NM,A,"609,534",99.78%,"2,061,490",UY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Hinamon,,A,"688,097",99.54%,,,,,,,,lifeline,,S,"937,905",98.16%,,,,,,,,alfiu,,S,"961,640",98.89%,,,,,,,,P r a h,,S,"866,274",96.12%,,,,,,,,ming0328ming,,S,"748,478",99.30%,,,,,,,,Kamensh1k,, S ,"1,013,700",98.87%,,,,,,,,A L E P H,,A,"744,637",97.91%,,,,,,,,Musty,,S,"840,629",99.54%,,,,,,,,Chiyuu,,S,"838,727",97.52%,,,,,,,,Rampax,,S,"1,193,481",99.40%,,,,,,,,Saiyku,,S,"1,067,168",96.61%,,,,,,,,z9a,,S,"1,167,643",99.12%,,,,,,,,5aiyku,NM,A,"828,963",98.63%,,,,,,,,Rammu,HD,A,"967,168",98.85%,,,,,,,,BabyScylla,HDHR,A,"738,459",98.23%,,,,,,,,Mornis,NM,A,"517,406",99.61%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Arz3,,A,"646,739",99.10%,,,,,,,,Stixe,,S,"903,830",98.70%,,,,,,,,siiphs,,A,"596,813",97.92%,,,,,,,,SapeSape,,S,"858,383",95.80%,,,,,,,,F2X,,A,"709,556",98.69%,,,,,,,,Ternafis,, S ,"835,484",98.87%,,,,,,,,junamat,,A,"408,599",97.32%,,,,,,,,calangi,,A,"770,043",97.55%,,,,,,,,Rampax,,A,"807,448",95.75%,,,,,,,,n0 head,,A,"894,362",98.34%,,,,,,,,HaSappy,,S,"926,323",98.24%,,,,,,,,fedoragoose,,S,"1,110,720",97.61%,,,,,,,,Saiyku,HR,A,"723,246",98.34%,,,,,,,,zonelouise,NM,S,"875,540",99.64%,,,,,,,,ESCRUPULILLO,NM,A,"666,005",99.76%,,,,,,,,Hanori,NM,A,"508,739",99.45%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,chests,,A,"610,590",99.18%,,,,,,,,MejiroMcQueen,,A,"752,255",98.24%,,,,,,,,Intercambing,,A,"531,856",98.56%,,,,,,,,MiguisXD,,A,"752,370",96.72%,,,,,,,,flyond,,A,"558,943",98.02%,,,,,,,,3uma,,A,"485,237",97.20%,,,,,,,,Palodex,,A,"382,540",96.11%,,,,,,,,fiaee,,S,"526,353",98.63%,,,,,,,,mabayu,,A,"526,472",97.06%,,,,,,,,mint breeze,,A,"837,255",98.77%,,,,,,,,5aiyku,,S,"842,202",98.05%,,,,,,,,z10a,,A,"462,574",95.49%,,,,,,,,ozbert,HDHR,A,"432,661",94.70%,,,,,,,,LordGabriel,HR,S,"760,753",98.57%,,,,,,,,[dekori],NM,A,"579,620",99.43%,,,,,,,,5joshi,HD,A,"425,811",99.23%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#8,,Thailand,Lesperry,,S,"993,618",99.80%,"2,645,622",AT,,,#8,,China,lolol233,,S,"983,550",99.45%,"3,590,269",NO,,,#8,,Türkiye,Orkay,,S,"932,720",98.10%,"2,991,946",BE,,,#8,,China,lolol233,,S,"948,880",98.63%,"3,385,923",AT,,,#8,,Argentina,Bomilk,,S,"968,098",99.23%,"2,918,900",BE,,,#8,,Peru,[MG]Arnold24x24,, S ,"1,029,313",99.15%,"3,275,223",KZ,,,#8,,Brazil,-izzy,, S ,"989,440",98.09%,"2,546,323",SE,,,#8,,Netherlands,perthed again,,S,"1,062,549",99.04%,"3,093,571",BR,,,#8,,Uruguay,helvetia,,A,"950,676",98.91%,"3,173,190",AR,,,#8,,Singapore,Cymango,,S,"1,155,815",98.47%,"4,079,070",GR,,,#8,,Philippines,Jitterish,,S,"1,115,873",97.92%,"3,887,113",BR,,,#8,,Brazil,-izzy,,S,"1,118,225",97.79%,"3,905,107",NL,,,#8,,Brazil,Coreanmaluco,HR,S,"1,048,827",98.65%,"2,973,975",SE,,,#8,,Brazil,Nyash,HR,S,"1,084,306",99.59%,"3,498,386",PH,,,#8,,Italy,kusuriya,HR,A,"884,193",98.60%,"2,852,474",ES,,,#8,,Hong Kong,F2X,NM,A,"611,801",99.63%,"2,034,978",SG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Arz3,,A,"583,503",99.82%,,,,,,,,z980838928,,S,"942,827",98.29%,,,,,,,,Shinkiro,,S,"931,875",98.10%,,,,,,,,lolol235,,S,"944,522",98.54%,,,,,,,,jackzebra,,S,"900,660",97.39%,,,,,,,,SapeSape,, S ,"977,692",97.61%,,,,,,,,Kurumiw,,A,"619,649",96.32%,,,,,,,,Burning John,,A,"727,646",97.81%,,,,,,,,Rebo,,S,"868,881",98.32%,,,,,,,,Dawnwing,,S,"1,137,271",97.79%,,,,,,,,Icarussy,,S,"1,083,695",97.14%,,,,,,,,Kurumiw,,A,"1,098,627",97.63%,,,,,,,,Nyash,HR,A,"775,289",98.99%,,,,,,,,-izzy,HD, S ,"1,046,313",99.64%,,,,,,,,MeOwz,NM,A,"699,779",99.30%,,,,,,,,misha awa,HD,A,"563,094",99.62%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,chests,,A,"581,987",99.27%,,,,,,,,Ledeau_Fox,,S,"915,956",97.25%,,,,,,,,spray-,,A,"595,258",97.87%,,,,,,,,Crystal,,A,"843,776",98.54%,,,,,,,,viciobylike,,A,"527,836",98.19%,,,,,,,,MiguisXD,,A,"653,855",95.22%,,,,,,,,kagiura,,A,"485,123",96.89%,,,,,,,,Wind Tales,,S,"712,154",97.89%,,,,,,,,PLOXARU,,A,"691,101",98.87%,,,,,,,,GSBlank,,A,"1,069,528",98.81%,,,,,,,,NathanRam1918,,S,"1,007,230",95.01%,,,,,,,,Coreanmaluco,,A,"1,095,051",99.23%,,,,,,,,-izzy,NM,A,"633,560",97.42%,,,,,,,,VitorSkull,NM,A,"830,343",99.69%,,,,,,,,Toukai Teiou,NM,A,"657,160",99.71%,,,,,,,,ming0328ming,NM,A,"442,861",98.59%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Hinamon,,A,"486,514",98.56%,,,,,,,,lolol235,,S,"747,936",98.09%,,,,,,,,LyeRR,,A,"532,093",96.48%,,,,,,,,Moonlit111,,S,"648,745",97.79%,,,,,,,,Amuro,,A,"522,306",97.90%,,,,,,,,P r a h,,A,"614,363",97.14%,,,,,,,,VitorSkull,,A,"452,111",96.30%,,,,,,,,John Zenith,,A,"591,222",98.49%,,,,,,,,Melxdy,,A,"662,532",97.78%,,,,,,,,qstronaut,,A,"716,456",99.44%,,,,,,,,zonelouise,,S,"680,315",98.23%,,,,,,,,kagiura,,A,"593,204",97.17%,,,,,,,,VitorSkull,HD,A,"516,299",97.87%,,,,,,,,Kurumiw,NM,A,"537,424",98.67%,,,,,,,,-NyX,HD,A,"611,342",99.33%,,,,,,,,flyond,NM,A,"417,222",98.41%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#9,,Indonesia,lifeline,,S,"954,849",98.66%,"2,619,250",NZ,,,#9,,Indonesia,MineFrostID,,S,"971,829",99.02%,"3,526,458",RO,,,#9,,Philippines,ZaNy_,,S,"969,459",99.15%,"2,975,259",SE,,,#9,,China,lolol235,,S,"962,391",99.09%,"3,254,688",TH,,,#9,,Portugal,RafaMat,,S,"979,209",99.42%,"2,916,995",KZ,,,#9,,Singapore,Tebi,, S ,"988,302",98.04%,"3,255,970",JP,,,#9,,Türkiye,Shinkiro,, S ,"1,004,024",98.52%,"2,510,472",AR,,,#9,,Thailand,Lesperry,,S,"1,010,593",97.47%,"3,049,136",CN,,,#9,,Japan,shouponpon,,S,"1,032,126",98.26%,"3,156,472",SG,,,#9,,Hong Kong,F2X,,S,"1,204,563",99.47%,"4,072,775",SG,,,#9,,Sweden,trumpatino69,,S,"1,153,374",98.96%,"3,777,193",BR,,,#9,,Romania,origin_,,S,"1,159,953",99.04%,"3,885,985",FI,,,#9,,China,Crystal,NM,S,"927,977",97.98%,"2,950,363",AT,,,#9,,New Zealand,Saiyku,HR,S,"1,070,677",99.17%,"3,461,723",RO,,,#9,,Argentina,viciobylike,NM,S,"988,547",99.63%,"2,742,577",BE,,,#9,,Greece,Nekkid,HD,A,"628,780",99.46%,"1,853,665",HK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Thatnoobguy,,A,"654,428",99.54%,,,,,,,,lifeline,,A,"934,528",98.12%,,,,,,,,NathanRam1918,,S,"939,545",98.36%,,,,,,,,Crystal,,S,"864,928",96.88%,,,,,,,,Big Yikes,,A,"732,623",99.25%,,,,,,,,Eagle5324,,A,"866,925",98.48%,,,,,,,,Orkay,,A,"561,678",96.54%,,,,,,,,chests,,S,"942,044",95.39%,,,,,,,,YMD,,A,"879,049",98.13%,,,,,,,,misha awa,,A,"1,166,934",99.90%,,,,,,,,Andros,,S,"1,058,839",96.77%,,,,,,,,badeu,,S,"1,127,021",98.14%,,,,,,,,lolol235,HD,A,"805,649",96.38%,,,,,,,,Kyujin,NM,S,"993,004",99.79%,,,,,,,,Bomilk,NM,A,"834,254",99.63%,,,,,,,,-Puyu,NM,A,"417,722",99.41%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,MineFrostID,,A,"548,143",99.15%,,,,,,,,Stixe,,S,"931,266",97.87%,,,,,,,,Jitterish,,A,"547,329",95.42%,,,,,,,,Moonlit111,,S,"819,857",97.70%,,,,,,,,uatzap,,S,"703,694",99.30%,,,,,,,,Dawnwing,,A,"714,832",95.86%,,,,,,,,LyeRR,,A,"485,015",96.43%,,,,,,,,Hinamon,,A,"589,765",96.62%,,,,,,,,RafuNa,,A,"669,171",97.34%,,,,,,,,flyond,,A,"1,048,530",98.18%,,,,,,,,Grippeh,,S,"813,758",98.54%,,,,,,,,etn,,S,"814,468",99.19%,,,,,,,,lolol234,NM,S,"609,421",98.29%,,,,,,,,ozbert,HD,A,"951,868",98.59%,,,,,,,,jackzebra,HD,A,"500,287",98.99%,,,,,,,,JackPaX,NM,A,"414,431",98.23%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
