,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,#9,KR:,,[Karcher],,S,"899,406",97.01%,AU,,,#9,TW:,,willy0214,,A,"504,051",98.30%,RO,,,#9,CA:,,Wanderio,,A,"701,774",97.86%,DE,,,#9,TR:,,Shinkiro,,A,"550,018",98.51%,NO,,,#9,BR:,,Kurumiw,,A,"694,349",99.56%,FI,,,#9,RU:,,Welter,,A,"456,497",95.61%,PH,,,#9,RU:,,desuqe,,A,"863,231",98.78%,PH,,,#9,KR:,,LATAJACYTUNCZYK,,A,"702,021",99.51%,AU,,,,,,,,,,,,,,#9,NO:,,YokesPai,,S,"921,013",94.81%,BR,,,#9,GB:,,Bubbleman,,A,"962,776",98.83%,US,,,#9,TR:,,Clutch,,A,"594,879",94.74%,NO,,,#9,RU:,,Lexu2S,,A,"919,913",98.76%,ES,,,#9,CL:,,siiphs,,A,"756,555",99.03%,TW,,,#9,NZ:,,she gon pay me,NM,A,"773,954",98.44%,FR,,,#9,AU:,,mrekk,NM,S,"965,006",98.97%,KR,,,#9,TW:,,Ethan2222,NM,A,"618,656",98.56%,RO,,,#9,PH:,,NathanRam1918,NM,S,"952,398",98.58%,RU,,,,,,,,,,,
,,,,,,,,,,,,,#10,NZ:,,ozbert,,S,"897,086",96.79%,FR,,,#10,FR:,,Musty,,A,"499,242",97.07%,NZ,,,#10,KR:,,Amamya Kokoro,,A,"697,775",99.54%,AU,,,#10,PL:,,hav,,A,"522,446",97.96%,CN,,,#10,RU:,,BJIADOC,,A,"692,658",99.05%,ES,,,#10,US:,,tekkito,,A,"454,876",98.21%,GB,,,#10,FR:,,calangi,,A,"862,978",97.53%,JP,,,#10,KR:,,Amamya Kokoro,,A,"699,359",98.37%,AU,,,,,,,,,,,,,,#10,CN:,,lolol235,,S,"917,787",94.81%,PL,,,#10,PL:,,MALISZEWSKI,,A,"960,830",99.28%,CN,,,#10,GB:,,Accolibed,,A,"593,657",97.24%,US,,,#10,CL:,,alfiu,,A,"910,140",95.93%,TW,,,#10,ES:,,A L E P H,,A,"721,732",98.75%,RU,,,#10,RU:,,Welter,NM,A,"771,418",98.30%,ES,,,#10,PH:,,NathanRam1918,NM,S,"960,208",98.78%,RU,,,#10,FI:,,Amasetic,NM,A,"615,705",98.31%,BR,,,#10,RU:,,gamer228666,NM,S,"924,120",97.88%,PH,,,,,,,,,,,
,,,,,,,,,,,,,#11,AU:,,ASecretBox,,A,"892,422",99.69%,KR,,,#11,SE:,,Lightningfox,,A,"499,119",94.85%,NZ,,,#11,CN:,,lolol233,,S,"680,834",99.10%,PL,,,#11,RO:,,badeu,,A,"522,183",93.81%,TW,,,#11,DE:,,okinamo,,A,"690,188",98.98%,CA,,,#11,TW:,,GAO HAO,,A,"440,259",97.14%,RO,,,#11,SE:,,scylla,,A,"826,600",98.58%,NZ,,,#11,DE:,,ZeitFrost,,A,"697,908",98.91%,CA,,,,,,,,,,,,,,#11,BR:,,kagiura,,S,"908,138",94.42%,NO,,,#11,NO:,,papercandle,,A,"955,424",98.27%,BR,,,#11,GB:,,MALTESER,,A,"593,551",97.67%,US,,,#11,NO:,,papercandle,,S,"902,129",98.42%,BR,,,#11,US:,,EthantrixV3,,A,"720,387",97.81%,GB,,,#11,TW:,,Rizer,NM,S,"763,479",99.48%,RO,,,#11,AT:,,fedoragoose,NM,S,"957,856",98.71%,CL,,,#11,ID:,,Hakui Koyori,HD,A,"595,145",98.82%,PH,,,#11,ES:,,ESCRUPULILLO,NM,S,"919,634",97.63%,RU,,,,,,,,,,,
,,,,,,,,,,,,,#12,PL:,,evil grape,,A,"863,607",97.64%,CN,,,#12,NZ:,,Saiyku,,A,"491,319",97.74%,SE,,,#12,BR:,,shwq,,A,"680,740",97.54%,FI,,,#12,NO:,,NINERIK,,A,"475,109",97.26%,TR,,,#12,BR:,,Kurumiw,, S ,"636,009",99.41%,NO,,,#12,RU:,,Lexu2S,,A,"415,121",96.05%,PH,,,#12,CA:,,steamhappy,,A,"815,573",98.91%,DE,,,#12,FR:,,FlasTEH,,A,"678,447",97.97%,NZ,,,,,,,,,,,,,,#12,NO:,,Melvr,,S,"905,513",94.55%,TR,,,#12,RO:,,Kehest,,A,"948,863",97.07%,TW,,,#12,NO:,,HUNDUR,,A,"530,734",93.78%,TR,,,#12,RU:,,maxim,,A,"844,917",98.69%,ES,,,#12,TW:,,GAO HAO,,A,"720,027",98.72%,CL,,,#12,PH:,,NathanRam1918,NM,A,"760,299",98.24%,ID,,,#12,PH:,,LordGabriel,HR,S,"954,544",95.77%,RU,,,#12,PH:,,NathanRam1918,NM,A,"585,650",99.60%,RU,,,#12,BR:,,kagiura,NM,S,"877,080",98.22%,NO,,,,,,,,,,,
,,,,,,,,,,,,,#13,DE:,,ZeitFrost,,S,"842,816",94.84%,CA,,,#13,FR:,,fiaee,,A,"483,958",97.75%,NZ,,,#13,NO:,,Melvr,,A,"662,643",98.24%,TR,,,#13,TR:,,spray-,,A,"467,405",98.32%,NO,,,#13,NO:,,Melvr,,A,"613,428",98.34%,BR,,,#13,RO:,,badeu,,A,"414,713",92.40%,TW,,,#13,RU:,,Lexu2S,,A,"813,621",97.22%,PH,,,#13,DE:,,Tim Kackner,,A,"661,564",98.31%,CA,,,,,,,,,,,,,,#13,PL:,,Kosiarek,,S,"903,552",97.15%,CN,,,#13,DE:,,Denzel Curry,,A,"948,273",99.37%,CA,,,#13,US:,,WindowLife,,A,"529,746",97.12%,GB,,,#13,TR:,,Raikouhou,,S,"838,597",98.84%,NO,,,#13,CL:,,NO37,,A,"712,607",99.43%,AT,,,#13,TW:,,Spinesnight,HD,A,"759,877",96.62%,RO,,,#13,NO:,,Melvr,NM,S,"951,078",98.45%,TR,,,#13,RU:,,Welter,NM,A,"571,642",99.76%,ES,,,#13,ES:,,A L E P H,HD,A,"737,586",98.21%,RU,,,,,,,,,,,
,,,,,,,,,,,,,#14,PH:,,zonelouise,,A,"826,674",97.66%,ID,,,#14,FR:,,calangi,,A,"479,401",98.21%,NZ,,,#14,DE:,,Denzel Curry,,A,"656,272",98.50%,CA,,,#14,NO:,,Melvr,,B,"436,508",92.67%,TR,,,#14,BR:,,shwq,,A,"606,556",99.10%,NO,,,#14,RU:,,gamer228666,,A,"374,197",95.79%,PH,,,#14,AU:,,ASecretBox,,A,"807,238",98.68%,KR,,,#14,TW:,,willy0214,,A,"658,203",99.19%,CL,,,,,,,,,,,,,,#14,CN:,,lolol234,,A,"859,826",94.88%,PL,,,#14,KR:,,[Karcher],,A,"946,773",98.00%,AU,,,#14,CN:,,lolol233,,A,"520,976",96.93%,PL,,,#14,DE:,,Fleh,,S,"765,783",96.23%,CA,,,#14,NZ:,,Kyujin,,A,"705,581",97.38%,FR,,,#14,RO:,,AlexBelea,NM,A,"743,663",97.52%,TW,,,#14,TR:,,Shinkiro,NM,S,"950,737",98.52%,NO,,,#14,RU:,,desuqe,NM,A,"570,278",99.00%,PH,,,#14,KR:,,Amamya Kokoro,NM,A,"730,843",98.75%,AU,,,,,,,,,,,
,,,,,,,,,,,,,#15,FR:,,FlasTEH,,S,"814,639",93.95%,NZ,,,#15,NZ:,,Saiyku,,A,"477,451",97.76%,FR,,,#15,NZ:,,ozbert,,A,"630,002",97.58%,SE,,,#15,TW:,,willy0214,,A,"435,127",97.49%,RO,,,#15,BR:,,shwq,,A,"595,458",98.38%,FI,,,#15,TW:,,Flyer,,A,"358,967",96.35%,RO,,,#15,US:,,EthantrixV3,,A,"756,714",97.01%,GB,,,#15,PH:,,Icarussy,,S,"656,040",98.02%,RU,,,,,,,,,,,,,,#15,NO:,,YokesPai,,A,"758,651",92.67%,TR,,,#15,ID:,,MineFrostID,,A,"941,501",99.35%,PH,,,#15,TR:,,gheanfoil,,A,"505,021",95.85%,NO,,,#15,DE:,,aimbotcone,,A,"763,859",96.27%,CA,,,#15,GB:,,Plasma,,A,"705,110",99.26%,US,,,#15,RO:,,origin_,HD,A,"718,426",97.97%,TW,,,#15,BR:,,-izzy,NM,A,"939,774",98.41%,FI,,,#15,PH:,,ZaNy_,HD,A,"545,025",98.10%,RU,,,#15,KR:,,LATAJACYTUNCZYK,HD,A,"695,957",98.24%,AU,,,,,,,,,,,
,,,,,,,,,,,,,#16,CA:,,nujabes,,S,"800,562",96.38%,DE,,,#16,RO:,,AlexBelea,,A,"469,289",97.26%,TW,,,#16,KR:,,Nopekjk,,A,"626,676",98.02%,AU,,,#16,NO:,,YokesPai,,A,"428,362",96.79%,TR,,,#16,CA:,,Wanderio,,A,"545,143",98.57%,DE,,,#16,GB:,,fudge,,A,"353,929",96.33%,US,,,#16,NZ:,,ozbert,,A,"752,095",97.44%,SE,,,#16,BR:,,Nyash,,A,"650,174",98.13%,FI,,,,,,,,,,,,,,#16,RO:,,badeu,,S,"748,314",96.73%,TW,,,#16,CA:,,nujabes,,A,"938,244",97.66%,DE,,,#16,PL:,,szedis,,A,"502,727",97.23%,CN,,,#16,NZ:,,HaSappy,,A,"760,122",99.00%,SE,,,#16,FR:,,calangi,,A,"704,274",97.84%,NZ,,,#16,PH:,,zonelouise,NM,A,"707,913",98.24%,ID,,,#16,CL:,,Intercambing,HR,S,"932,721",96.71%,TW,,,#16,NO:,,antonyw,NM,A,"521,676",98.35%,TR,,,#16,PL:,,MALISZEWSKI,HR,A,"690,370",99.02%,CN,,,,,,,,,,,
,,,,,,,,,,,,,#17,PH:,,Icarussy,,A,"799,427",95.26%,RU,,,#17,NZ:,,5aiyku,,A,"464,290",96.96%,FR,,,#17,AU:,,aknzx,,S,"613,899",99.04%,KR,,,#17,TR:,,Ievi-,,A,"414,347",96.09%,NO,,,#17,NO:,,papercandle,,A,"532,342",99.54%,BR,,,#17,RO:,,capybaras,,A,"335,844",96.57%,TW,,,#17,NZ:,,Kyujin,,A,"745,725",97.26%,SE,,,#17,TR:,,Shinkiro,,A,"645,115",98.20%,NO,,,,,,,,,,,,,,#17,BR:,,kagiura,,S,"702,307",94.36%,FI,,,#17,NZ:,,Kyujin,,A,"934,542",98.35%,SE,,,#17,US:,,Pezz,,A,"495,006",95.98%,GB,,,#17,BR:,,tayko,,A,"752,118",94.61%,FI,,,#17,CL:,,NO37,,A,"703,225",98.81%,TW,,,#17,ES:,,towny1,NM,A,"705,964",97.30%,RU,,,#17,CA:,,yip,NM,A,"918,790",97.98%,DE,,,#17,NO:,,NINERIK,HD,A,"511,594",98.09%,TR,,,#17,DE:,,criller,NM,A,"679,490",99.09%,CA,,,,,,,,,,,
,,,,,,,,,,,,,#18,CN:,,z980838928,,A,"779,088",96.99%,PL,,,#18,BR:,,-izzy,,A,"463,387",97.16%,FI,,,#18,NO:,,NINERIK,,A,"597,047",99.06%,TR,,,#18,CN:,,lolol234,,A,"410,789",94.96%,PL,,,#18,RU:,,desuqe,,A,"524,182",99.03%,ES,,,#18,PH:,,Rammu,,A,"328,632",95.59%,RU,,,#18,PH:,,ZaNy_,,A,"695,480",99.49%,RU,,,#18,NZ:,,Saiyku,,A,"640,563",98.17%,SE,,,,,,,,,,,,,,#18,FR:,,Hifkil,,S,"660,760",95.20%,JP,,,#18,SE:,,scylla,,A,"926,320",98.98%,NZ,,,#18,GB:,,fudge,,A,"476,164",94.75%,US,,,#18,CA:,,nujabes,,A,"735,123",98.61%,DE,,,#18,GB:,,skia1,,A,"702,850",96.39%,US,,,#18,NZ:,,ozbert,HD,A,"694,923",97.26%,FR,,,#18,FR:,,fiaee,HD,A,"913,031",98.13%,NZ,,,#18,TW:,,GAO HAO,HD,A,"507,368",98.43%,RO,,,#18,RU:,,Welter,NM,A,"664,771",99.36%,PH,,,,,,,,,,,
,,,,,,,,,,,,,#19,PH:,,Jitterish,,A,"775,750",98.22%,ID,,,#19,RO:,,origin_,,A,"463,323",96.80%,TW,,,#19,FR:,,Musty,,S,"596,425",98.41%,JP,,,#19,TW:,,Ruyaya,,A,"404,955",95.17%,RO,,,#19,BR:,,kagiura,,A,"500,843",98.80%,FI,,,#19,RO:,,etn,,A,"323,801",95.89%,TW,,,#19,DE:,,criller,,A,"683,650",98.72%,CA,,,#19,RU:,,Lexu2S,,A,"637,522",98.51%,PH,,,,,,,,,,,,,,#19,PL:,,szedis,,A,"634,953",96.04%,CN,,,#19,RU:,,gamer228666,,A,"924,103",97.87%,PH,,,#19,NO:,,papercandle,,A,"472,161",95.98%,TR,,,#19,NZ:,,ozbert,,A,"733,871",96.85%,SE,,,#19,AT:,,fedoragoose,,A,"691,678",98.12%,CL,,,#19,RU:,,gamer228666,NM,S,"693,831",99.44%,PH,,,#19,CL:,,NO37,HD,A,"870,024",99.12%,AT,,,#19,PH:,,ZaNy_,HD,A,"499,958",98.77%,ID,,,#19,KR:,,[Karcher],HR,A,"661,036",98.58%,AU,,,,,,,,,,,
,,,,,,,,,,,,,#20,CN:,,lolol233,,A,"766,721",98.34%,PL,,,#20,AT:,,Akuma no Tenshi,,A,"448,355",97.54%,CL,,,#20,DE:,,yary,,A,"594,561",99.18%,CA,,,#20,TW:,,GAO HAO,,A,"403,765",98.36%,RO,,,#20,NO:,,NINERIK,,A,"498,426",99.51%,BR,,,#20,PH:,,Icarussy,,A,"323,037",94.74%,RU,,,#20,KR:,,Amamya Kokoro,,A,"660,879",99.05%,AU,,,#20,NZ:,,Kyujin,,A,"637,229",98.82%,FR,,,,,,,,,,,,,,#20,NO:,,Melvr,,S,"624,431",94.42%,BR,,,#20,NZ:,,ozbert,,A,"913,959",97.20%,FR,,,#20,CN:,,lolol235,,B,"465,523",92.17%,PL,,,#20,TR:,,gheanfoil,,A,"726,041",95.29%,NO,,,#20,US:,,tekkito,,A,"685,839",98.75%,GB,,,#20,FR:,,Musty,HD,A,"672,218",96.63%,JP,,,#20,NZ:,,ozbert,HDHR,A,"862,313",96.41%,FR,,,#20,RU:,,Lexu2S,HD,A,"498,496",98.18%,PH,,,#20,DE:,,okinamo,HD, S ,"655,613",98.76%,CA,,,,,,,,,,,
,,,,,,,,,,,,,#21,CL:,,Intercambing,,S,"761,136",96.99%,AT,,,#21,FI:,,Mike Tyson,,A,"446,956",97.93%,BR,,,#21,BR:,,-izzy,,A,"593,973",97.21%,FI,,,#21,CN:,,lolol235,,A,"395,363",96.07%,PL,,,#21,RU:,,Lexu2S,,A,"494,470",99.07%,ES,,,#21,TW:,,Spinesnight,,A,"315,119",94.30%,RO,,,#21,PH:,,Icarussy,,A,"654,759",97.92%,RU,,,#21,NO:,,NINERIK,,A,"635,569",99.37%,BR,,,,,,,,,,,,,,#21,TR:,,Shinkiro,,A,"605,029",97.08%,NO,,,#21,TW:,,Flyer,,A,"906,008",97.56%,RO,,,#21,CN:,,pr1mary,,A,"441,187",95.05%,PL,,,#21,CL:,,Intercambing,,A,"723,772",97.96%,TW,,,#21,FR:,,fiaee,,A,"677,978",98.75%,NZ,,,#21,RU:,,Welter,HR,A,"668,484",98.07%,PH,,,#21,RU:,,gamer228666,NM,A,"862,309",98.02%,PH,,,#21,FR:,,Satsukiiii,NM,A,"490,659",98.56%,JP,,,#21,NO:,,NINERIK,HR,A,"646,558",98.73%,BR,,,,,,,,,,,
,,,,,,,,,,,,,#22,CL:,,alfiu,,A,"754,724",97.66%,AT,,,#22,FR:,,Satsukiiii,,A,"438,898",98.49%,NZ,,,#22,NO:,,papercandle,,A,"582,148",97.62%,TR,,,#22,FR:,,FlasTEH,,A,"392,525",96.02%,JP,,,#22,BR:,,kagiura,,A,"493,720",99.17%,NO,,,#22,TW:,,Ruyaya,,A,"305,389",94.12%,RO,,,#22,RU:,,BJIADOC,,A,"652,880",97.98%,PH,,,#22,PH:,,NathanRam1918,,A,"632,563",98.42%,RU,,,,,,,,,,,,,,#22,FI:,,AllyrD,,A,"604,234",97.08%,BR,,,#22,NO:,,Melvr,,A,"884,136",97.78%,BR,,,#22,GB:,,Bubbleman,,A,"403,520",93.99%,US,,,#22,NZ:,,Kyujin,,A,"721,312",98.14%,SE,,,#22,FR:,,FlasTEH,,A,"663,527",97.27%,NZ,,,#22,KR:,,LATAJACYTUNCZYK,HD,A,"658,634",96.27%,AU,,,#22,RU:,,gamer228666,NM,A,"851,576",96.86%,ES,,,#22,FR:,,Musty,HD,A,"488,446",98.91%,JP,,,#22,CN:,,lolol233,HR,A,"634,509",98.00%,PL,,,,,,,,,,,
,,,,,,,,,,,,,#23,BR:,,Kurumiw,,A,"727,498",89.76%,FI,,,#23,AT:,,z10a,,A,"432,961",97.73%,CL,,,#23,CN:,,Crystal,,A,"580,525",98.50%,PL,,,#23,FR:,,Musty,,A,"369,749",95.56%,JP,,,#23,CA:,,Zylice,,A,"487,837",98.54%,DE,,,#23,RU:,,desuqe,,A,"297,448",95.95%,PH,,,#23,FR:,,fiaee,,A,"650,477",98.50%,JP,,,#23,BR:,,Nyash,,A,"621,887",97.99%,NO,,,,,,,,,,,,,,#23,JP:,,Homutan,,A,"589,578",92.61%,FR,,,#23,CL:,,alfiu,,A,"874,437",98.37%,TW,,,#23,TR:,,LyeRR,,B,"390,793",92.17%,NO,,,#23,DE:,,yary,,A,"716,601",97.83%,CA,,,#23,CL:,,siiphs,,A,"617,722",98.38%,AT,,,#23,PH:,,LordGabriel,HR,A,"655,249",98.11%,RU,,,#23,CA:,,Wanderio,NM,A,"837,451",97.51%,DE,,,#23,TW:,,willy0214,HR,A,"478,244",97.78%,RO,,,#23,BR:,,Kurumiw,HR,A,"615,277",95.19%,NO,,,,,,,,,,,
,,,,,,,,,,,,,#24,RO:,,origin_,,A,"724,926",96.86%,TW,,,#24,FI:,,Isak-,,A,"428,526",97.27%,BR,,,#24,PL:,,milosz,,A,"574,922",98.94%,CN,,,#24,FR:,,calangi,,A,"352,327",95.83%,JP,,,#24,BR:,,-izzy,,A,"478,588",98.72%,FI,,,#24,GB:,,skia1,,A,"291,857",94.54%,US,,,#24,PH:,,NathanRam1918,,A,"643,423",98.19%,RU,,,#24,RO:,,origin_,,A,"608,503",98.17%,TW,,,,,,,,,,,,,,#24,JP:,,RafuNa,,A,"576,868",95.91%,FR,,,#24,RU:,,gamer228666,,A,"853,176",97.06%,ES,,,#24,CN:,,z980838928,,B,"359,301",91.45%,PL,,,#24,FI:,,Amasetic,,A,"699,073",99.14%,BR,,,#24,GB:,,Accolibed,,A,"591,829",97.84%,US,,,#24,JP:,,RafuNa,NM,S,"646,977",99.78%,FR,,,#24,CL:,,Hanayume,HR,A,"826,757",96.95%,AT,,,#24,ES:,,ESCRUPULILLO,NM,A,"475,904",98.38%,RU,,,#24,PH:,,Icarussy,NM,A,"609,959",98.60%,RU,,,,,,,,,,,
,,,,,,,,,,,,,#25,TW:,,Flyer,,A,"721,102",96.64%,RO,,,#25,NZ:,,ozbert,,A,"418,864",96.19%,SE,,,#25,AU:,,palr,,A,"564,705",97.64%,KR,,,#25,TW:,,Flyer,,A,"349,990",93.39%,RO,,,#25,ES:,,junamat,,A,"477,368",98.75%,RU,,,,,,,,,,,,,,#25,TW:,,GAO HAO,,A,"630,056",97.57%,CL,,,#25,NO:,,papercandle,,A,"603,455",98.80%,TR,,,,,,,,,,,,,,#25,FI:,,Xepei,,A,"545,468",92.38%,BR,,,#25,NZ:,,Kyujin,,A,"851,677",98.12%,FR,,,,,,,,,,,,,,#25,NZ:,,HaSappy,,A,"693,738",97.54%,FR,,,#25,RU:,,desuqe,,A,"585,641",98.24%,ES,,,#25,RO:,,etn,HR,A,"625,899",97.91%,TW,,,#25,RO:,,origin_,NM,A,"810,400",98.84%,TW,,,#25,TR:,,Shinkiro,HD,A,"473,992",97.77%,NO,,,#25,KR:,,Chipori,NM,S,"609,150",98.48%,AU,,,,,,,,,,,
,,,,,,,,,,,,,#26,NO:,,Pinguinzi,,A,"716,368",96.43%,BR,,,#26,TW:,,Ethan2222,,A,"405,119",97.17%,RO,,,#26,CN:,,lolol235,,A,"564,120",98.41%,PL,,,#26,CN:,,lolol233,,A,"326,272",95.11%,PL,,,#26,DE:,,yary,,A,"472,524",98.79%,CA,,,,,,,,,,,,,,#26,ID:,,Hakui Koyori,,A,"628,275",97.55%,PH,,,#26,CA:,,Wanderio,,A,"603,378",98.37%,DE,,,,,,,,,,,,,,#26,PL:,,milosz,,S,"522,034",97.47%,CN,,,#26,AT:,,z10a,,A,"840,927",96.89%,CL,,,,,,,,,,,,,,#26,NO:,,HUNDUR,,A,"683,382",98.65%,TR,,,#26,GB:,,Bubbleman,,A,"561,437",96.93%,US,,,#26,RU:,,Hober38,NM,A,"623,438",96.66%,ES,,,#26,KR:,,[Karcher],HR,A,"792,565",98.65%,AU,,,#26,ID:,,lifeline,HR,A,"467,718",97.10%,PH,,,#26,CA:,,Wanderio,NM,A,"579,958",98.09%,DE,,,,,,,,,,,
,,,,,,,,,,,,,#27,JP:,,Furamun,,A,"704,043",98.34%,FR,,,#27,TW:,,Spinesnight,,A,"400,938",96.39%,RO,,,#27,CA:,,yip,,A,"544,171",98.29%,DE,,,#27,JP:,,hosesan1020,,B,"289,978",92.05%,FR,,,#27,FI:,,savilju,,A,"461,859",98.22%,BR,,,,,,,,,,,,,,#27,GB:,,Plasma,,A,"612,641",98.29%,US,,,#27,SE:,,melwem,,A,"580,591",97.67%,NZ,,,,,,,,,,,,,,#27,BR:,,Nyash,,S,"519,735",95.91%,NO,,,#27,RU:,,Lexu2S,,A,"811,341",98.10%,PH,,,,,,,,,,,,,,#27,TW:,,Flyer,,A,"680,250",93.29%,CL,,,#27,FR:,,Geordie Greep,,A,"551,226",98.04%,NZ,,,#27,JP:,,YMD,NM,A,"622,705",99.10%,FR,,,#27,GB:,,Plasma,HD,A,"780,478",98.88%,US,,,#27,PH:,,Icarussy,HR,A,"459,950",96.60%,RU,,,#27,BR:,,VitorSkull,HD,A,"575,325",98.05%,NO,,,,,,,,,,,
,,,,,,,,,,,,,#28,FR:,,Hifkil,,S,"703,240",96.62%,NZ,,,#28,AT:,,z9a,,A,"394,998",96.74%,CL,,,#28,AU:,,ASecretBox,,A,"539,939",99.43%,KR,,,#28,NO:,,antonyw,,A,"277,777",94.96%,TR,,,#28,DE:,,Tim Kackner,,A,"458,478",98.93%,CA,,,,,,,,,,,,,,#28,KR:,,[Karcher],,A,"603,436",97.65%,AU,,,#28,CL:,,xXChokgamerXx,,A,"569,663",97.76%,TW,,,,,,,,,,,,,,#28,TW:,,willy0214,,A,"517,774",95.65%,RO,,,#28,PH:,,Icarussy,,A,"789,809",99.01%,RU,,,,,,,,,,,,,,#28,ES:,,A L E P H,,A,"667,335",97.73%,RU,,,#28,ES:,,junamat,,A,"547,432",97.07%,RU,,,#28,ID:,,MineFrostID,HR,A,"621,726",95.62%,PH,,,#28,PH:,,NathanRam1918,NM,A,"772,076",97.94%,ID,,,#28,NO:,,Pinguinzi,HR,A,"457,758",97.63%,TR,,,#28,DE:,,ZeitFrost,NM,A,"568,555",98.32%,CA,,,,,,,,,,,
,,,,,,,,,,,,,#29,CL:,,Intercambing,,A,"692,182",96.72%,TW,,,#29,SE:,,scylla,,A,"382,966",96.84%,NZ,,,#29,AU:,,mrekk,,A,"538,679",98.81%,KR,,,#29,JP:,,Furamun,,B,"242,381",91.90%,FR,,,#29,ES:,,towny1,,A,"455,568",98.27%,RU,,,,,,,,,,,,,,#29,CA:,,xootynator,,A,"583,590",97.94%,DE,,,#29,RO:,,etn,,A,"567,890",97.90%,TW,,,,,,,,,,,,,,#29,NO:,,NINERIK,,S,"515,369",97.11%,BR,,,#29,NZ:,,Saiyku,,A,"787,981",97.95%,FR,,,,,,,,,,,,,,#29,TW:,,Rizer,,A,"663,674",96.15%,CL,,,#29,TW:,,willy0214,,A,"537,081",98.78%,CL,,,#29,KR:,,Amamya Kokoro,NM,A,"615,252",98.26%,AU,,,#29,CL:,,Hanayume,HR,A,"771,836",97.68%,TW,,,#29,PH:,,Icarussy,HR,A,"456,563",96.58%,ID,,,#29,AU:,,cloppit,HR,A,"563,858",98.66%,KR,,,,,,,,,,,
,,,,,,,,,,,,,#30,FR:,,Geordie Greep,,A,"688,177",95.57%,JP,,,#30,BR:,,kagiura,,A,"378,364",96.71%,FI,,,#30,CL:,,alfiu,,A,"525,408",99.22%,TW,,,#30,JP:,,Aotoleen,,A,"240,278",93.45%,FR,,,#30,FI:,,Mike Tyson,,A,"421,076",97.95%,BR,,,,,,,,,,,,,,#30,GB:,,lystia,,A,"575,249",96.99%,US,,,#30,CA:,,yip,,A,"565,883",98.90%,DE,,,,,,,,,,,,,,#30,TR:,,Orkay,,S,"500,249",95.17%,NO,,,#30,DE:,,Tim Kackner,,A,"764,434",99.13%,CA,,,,,,,,,,,,,,#30,CL:,,alfiu,,A,"661,820",96.04%,AT,,,#30,AT:,,z10a,,A,"534,393",96.53%,CL,,,#30,RU:,,desuqe,HD,A,"598,748",97.40%,PH,,,#30,SE:,,scylla,HD, S ,"744,809",97.04%,NZ,,,#30,NO:,,Melvr,NM,A,"450,471",97.91%,TR,,,#30,DE:,,Tim Kackner,HR,A,"556,750",97.80%,CA,,,,,,,,,,,
,,,,,,,,,,,,,#31,CA:,,Zylice,,A,"684,523",97.88%,DE,,,#31,AT:,,fedoragoose,,A,"375,245",95.43%,CL,,,#31,NZ:,,Kyujin,,A,"524,565",97.83%,SE,,,#31,JP:,,shouponpon,,A,"197,052",91.84%,FR,,,#31,FI:,,Kalanluu,,A,"416,080",98.61%,BR,,,,,,,,,,,,,,#31,DE:,,okinamo,,A,"574,718",98.99%,CA,,,#31,SE:,,Andros,,A,"560,760",97.54%,NZ,,,,,,,,,,,,,,#31,FR:,,calangi,,S,"499,200",93.81%,JP,,,#31,AU:,,aknzx,,A,"762,197",98.41%,KR,,,,,,,,,,,,,,#31,BR:,,Kurumiw,,B,"656,269",92.71%,NO,,,#31,AT:,,z9a,,A,"524,766",98.44%,CL,,,#31,KR:,,Chipori,NM,A,"570,754",99.05%,AU,,,#31,TW:,,willy0214,NM,A,"724,202",97.94%,CL,,,#31,RU:,,Welter,HR,A,"449,808",97.68%,PH,,,#31,CA:,,Zylice,HD,A,"548,831",98.66%,DE,,,,,,,,,,,
