,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#2,,Australia,mrekk,,S,"1,015,568",99.86%,"3,574,866",2,,,#2,,Austria,fedoragoose,,S,"970,655",99.22%,"3,705,934",1,,,#2,,Poland,milosz,,S,"977,238",99.33%,"3,459,186",2,,,#2,,United States,tekkito,,S,"849,628",98.18%,"3,085,171",2,,,#2,,Australia,mrekk,, S ,"1,050,106",99.62%,"3,193,730",1,,,#2,,United States,EthantrixV3,, S ,"961,844",97.22%,"2,826,282",2,,,#2,,New Zealand,Saiyku,,S,"1,042,622",98.63%,"3,218,255",1,,,#2,,Australia,aknzx,,S,"1,095,661",99.68%,"3,139,763",2,,,#2,,Australia,ASecretBox,,S,"1,191,264",99.79%,"4,608,947",2,,,#2,,Poland,Rafis,,S,"1,165,588",99.26%,"4,138,375",1,,,#2,,United States,rektygon,,S,"1,181,145",99.53%,"3,013,637",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Xaver,,S,"1,002,448",99.64%,,,,,,,,z9a,,S,"964,078",98.99%,,,,,,,,gnahus,,S,"958,874",98.83%,,,,,,,,decaten,,S,"826,715",97.58%,,,,,,,,aknzx,, S ,"821,882",98.92%,,,,,,,,BoshyMan741,, S ,"809,309",99.00%,,,,,,,,5aiyku,,S,"841,888",98.63%,,,,,,,,mrekk,,A,"757,601",99.43%,,,,,,,,mrekk,,S,"1,173,869",99.45%,,,,,,,,MALISZEWSKI,,S,"1,150,563",98.84%,,,,,,,,Pezz,,A,"730,367",98.39%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,aknzx,,A,"880,876",99.53%,,,,,,,,z10a,,S,"949,921",98.53%,,,,,,,,evil grape,,A,"889,088",97.84%,,,,,,,,Pezz,,S,"792,254",96.85%,,,,,,,,palr,,A,"672,697",98.03%,,,,,,,,[C],,A,"543,877",98.43%,,,,,,,,Kyujin,,A,"811,956",98.63%,,,,,,,,Xaver,,A,"682,193",99.29%,,,,,,,,aknzx,,S,"1,159,132",99.00%,,,,,,,,milosz,,A,"941,488",98.31%,,,,,,,,tekkito,,A,"669,978",99.35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ASecretBox,,A,"675,974",99.79%,,,,,,,,Akuma no Tenshi,,A,"821,280",98.47%,,,,,,,,MALISZEWSKI,,A,"633,986",98.36%,,,,,,,,rektygon,,S,"616,574",97.89%,,,,,,,,ASecretBox,,A,"649,045",98.92%,,,,,,,,tekkito,,A,"511,252",97.59%,,,,,,,,ozbert,,S,"521,789",96.45%,,,,,,,,ASecretBox,,A,"604,308",99.50%,,,,,,,,cloppit,,S,"1,084,682",99.19%,,,,,,,,evil grape,,A,"880,736",97.57%,,,,,,,,EthantrixV3,,A,"432,147",95.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#3,,Philippines,Rammu,,S,"1,002,506",99.72%,"3,331,143",2,,,#3,,Australia,ASecretBox,,S,"990,542",99.73%,"3,587,261",2,,,#3,,United States,decaten,,S,"976,086",99.25%,"3,371,247",2,,,#3,,Poland,MALISZEWSKI,,S,"958,723",98.96%,"3,012,718",2,,,#3,,South Korea,LATAJACYTUNCZYK,, S ,"1,029,781",99.12%,"3,100,035",2,,,#3,,Chile,NO37,, S ,"1,038,718",99.43%,"2,804,059",1,,,#3,,Germany,Tim Kackner,,S,"1,044,832",98.65%,"3,000,786",2,,,#3,,Canada,xootynator,,S,"1,095,961",99.81%,"2,753,648",2,,,#3,,Australia,cloppit,,S,"1,172,561",99.36%,"4,522,602",1,,,#3,,Canada,Zylice,,S,"1,164,392",99.18%,"4,058,399",1,,,#3,,Poland,Kosiarek,,S,"1,162,171",99.12%,"2,973,640",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,LordGabriel,,A,"886,919",99.69%,,,,,,,,mrekk,,S,"980,362",99.45%,,,,,,,,EthantrixV3,,A,"888,615",96.96%,,,,,,,,milosz,,S,"938,402",98.44%,,,,,,,,Amamya Kokoro,,A,"791,501",99.52%,,,,,,,,Intercambing,,A,"863,084",97.00%,,,,,,,,criller,,A,"876,600",99.43%,,,,,,,,nujabes,,A,"697,284",99.63%,,,,,,,,aknzx,,S,"1,154,821",98.90%,,,,,,,,PinkEyeFan2013,,S,"1,117,931",97.94%,,,,,,,,MALISZEWSKI,,A,"639,929",99.43%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,NathanRam1918,,A,"764,960",99.83%,,,,,,,,Xaver,,S,"968,435",99.13%,,,,,,,,Pezz,,A,"847,330",98.42%,,,,,,,,Kosiarek,,A,"711,604",96.93%,,,,,,,,Nopekjk,,A,"661,333",98.23%,,,,,,,,alfiu,,A,"571,648",96.75%,,,,,,,,Denzel Curry,,A,"632,848",99.45%,,,,,,,,Zylice,,A,"481,755",98.28%,,,,,,,,ASecretBox,,S,"1,147,666",98.79%,,,,,,,,nujabes,,A,"985,775",97.61%,,,,,,,,gnahus,,A,"586,557",99.09%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Icarussy,,A,"676,758",99.90%,,,,,,,,cloppit,,A,"647,922",98.48%,,,,,,,,tekkito,,A,"659,216",99.17%,,,,,,,,gnahus,,S,"403,989",97.32%,,,,,,,,Allegrissimo,,A,"617,420",98.11%,,,,,,,,Gonzah,,A,"330,609",95.47%,,,,,,,,Fleh,,A,"446,506",97.26%,,,,,,,,Wanderio,,A,"478,648",98.51%,,,,,,,,mrekk,,A,"1,047,554",99.21%,,,,,,,,SparklyFairy200,,A,"790,301",97.76%,,,,,,,,milosz,,A,"584,983",98.96%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#4,,Poland,MALISZEWSKI,,S,"1,015,930",99.93%,"3,247,532",2,,,#4,,Spain,ESCRUPULILLO,,S,"974,030",99.27%,"3,555,692",2,,,#4,,Australia,mrekk,,S,"947,331",98.48%,"3,245,268",1,,,#4,,United States,decaten,,S,"903,164",97.40%,"2,929,854",1,,,#4,,Germany,criller,, S ,"1,039,822",99.37%,"2,956,043",1,,,#4,,United Kingdom,Plasma,, S ,"1,030,133",99.08%,"2,752,852",2,,,#4,,Australia,ASecretBox,,S,"1,069,728",99.32%,"2,772,390",2,,,#4,,United States,rektygon,,S,"843,098",99.85%,"2,730,277",1,,,#4,,Poland,milosz,,S,"1,183,277",99.57%,"4,410,933",1,,,#4,,Germany,okinamo,,S,"1,152,180",98.94%,"3,996,395",2,,,#4,,Romania,Kehest,,A,"816,915",96.88%,"2,801,146",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Kosiarek,,S,"1,011,557",99.86%,,,,,,,,A L E P H,,S,"964,148",98.99%,,,,,,,,palr,,S,"869,741",96.00%,,,,,,,,rektygon,,S,"882,891",96.88%,,,,,,,,yary,,A,"734,488",98.34%,,,,,,,,lystia,,A,"772,607",97.63%,,,,,,,,mrekk,,A,"829,076",99.23%,,,,,,,,BoshyMan741,,A,"694,035",99.09%,,,,,,,,Rafis,,A,"1,180,686",99.62%,,,,,,,,aimbotcone,,S,"1,101,122",99.09%,,,,,,,,origin_,,A,"758,486",99.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,gnahus,,A,"678,662",99.76%,,,,,,,,[dekori],,A,"928,992",98.95%,,,,,,,,ASecretBox,,A,"859,206",98.38%,,,,,,,,WindowLife,,A,"586,639",97.42%,,,,,,,,okinamo,,A,"686,042",98.48%,,,,,,,,skia1,,A,"534,051",97.94%,,,,,,,,Xaver,,A,"603,173",97.88%,,,,,,,,decaten,,A,"649,515",99.51%,,,,,,,,gnahus,,S,"1,175,250",99.45%,,,,,,,,yary,,S,"1,068,741",96.73%,,,,,,,,badeu,,A,"725,625",97.85%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,milosz,,A,"541,383",99.71%,,,,,,,,marbl,,A,"688,522",97.39%,,,,,,,,Xaver,,A,"568,990",97.42%,,,,,,,,tekkito,,S,"557,160",98.62%,,,,,,,,Denzel Curry,,A,"495,691",99.06%,,,,,,,,Bubbleman,,A,"416,061",96.98%,,,,,,,,big snag,,A,"270,413",93.06%,,,,,,,,Pezz,,A,"543,629",99.58%,,,,,,,,evil grape,,S,"871,720",98.74%,,,,,,,,Denzel Curry,,A,"674,352",97.17%,,,,,,,,etn,,A,"500,120",98.65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#5,,United States,rektygon,,SS,"1,017,600",100.00%,"3,192,830",1,,,#5,,Russian Federation,Lexu2S,,S,"977,315",99.36%,"3,373,179",1,,,#5,,Brazil,-izzy,,S,"929,427",97.92%,"3,240,778",2,,,#5,,Australia,ASecretBox,,S,"890,102",97.08%,"2,868,413",2,,,#5,,Canada,xootynator,, S ,"1,027,646",99.06%,"2,909,489",1,,,#5,,United States,EthantrixV3,,A,"876,258",96.43%,"2,658,091",1,,,#5,,Poland,MALISZEWSKI,,A,"792,631",98.83%,"2,735,730",2,,,#5,,United States,Pezz,,A,"684,385",99.68%,"2,649,361",2,,,#5,,Canada,PinkEyeFan2013,,S,"1,153,766",98.90%,"4,208,913",1,,,#5,,Russian Federation,Welter,,S,"1,159,947",99.10%,"3,992,611",2,,,#5,,Poland,MALISZEWSKI,,A,"770,664",99.56%,"2,744,118",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,decaten,,A,"807,050",99.41%,,,,,,,,Hober38,,S,"966,771",99.08%,,,,,,,,VitorSkull,,A,"906,886",97.67%,,,,,,,,aknzx,,S,"811,743",97.16%,,,,,,,,Wanderio,, S ,"875,773",98.67%,,,,,,,,[C],,A,"715,086",98.00%,,,,,,,,Kosiarek,,A,"723,307",97.83%,,,,,,,,decaten,,A,"680,818",99.51%,,,,,,,,Zylice,,S,"1,147,846",98.84%,,,,,,,,gamer228666,,S,"1,141,946",98.72%,,,,,,,,milosz,,A,"744,157",99.27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BoshyMan741,,A,"795,473",98.79%,,,,,,,,gamer228666,,A,"762,351",99.70%,,,,,,,,Nyash,,S,"890,368",96.67%,,,,,,,,mrekk,,S,"667,715",98.62%,,,,,,,,Zylice,,A,"530,668",98.69%,,,,,,,,BoshyMan741,,A,"641,277",98.77%,,,,,,,,szedis,,A,"669,930",97.57%,,,,,,,,BoshyMan741,,A,"665,519",99.35%,,,,,,,,nujabes,,S,"1,116,497",97.93%,,,,,,,,Hober38,,S,"1,100,843",97.60%,,,,,,,,gnahus,,A,"629,494",99.68%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Pezz,,A,"572,707",99.55%,,,,,,,,Welter,,A,"666,742",98.95%,,,,,,,,Kurumiw,,A,"514,097",96.65%,,,,,,,,palr,,S,"498,853",94.04%,,,,,,,,yip,,A,"475,402",98.45%,,,,,,,,tekkito,,A,"425,470",98.33%,,,,,,,,milosz,,A,"549,862",97.92%,,,,,,,,rektygon,,A,"618,639",99.45%,,,,,,,,SparklyFairy200,,A,"790,804",97.69%,,,,,,,,maxim,,A,"589,875",97.29%,,,,,,,,Kosiarek,,A,"599,803",97.54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#6,,Germany,yary,,A,"1,002,384",99.76%,"3,188,722",2,,,#6,,Germany,Fleh,,S,"983,579",99.54%,"3,317,983",1,,,#6,,South Korea,LATAJACYTUNCZYK,,S,"967,216",99.08%,"3,215,074",1,,,#6,,Italy,BELLOFIGO,,S,"919,459",97.92%,"2,786,928",2,,,#6,,United States,EthantrixV3,, S ,"885,769",98.80%,"2,704,243",1,,,#6,,Poland,MALISZEWSKI,, S ,"1,038,276",99.43%,"2,582,200",2,,,#6,,Sweden,melwem,,A,"898,392",98.25%,"2,711,586",2,,,#6,,Poland,milosz,,A,"710,699",99.68%,"2,637,009",1,,,#6,,Russian Federation,maxim,,S,"1,177,621",99.52%,"4,007,620",1,,,#6,,United States,tekkito,,S,"1,185,005",99.64%,"3,934,276",1,,,#6,,South Korea,[Karcher],,A,"962,517",99.15%,"2,690,499",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,criller,,A,"805,234",99.59%,,,,,,,,Tim Kackner,,S,"981,967",99.45%,,,,,,,,Nopekjk,,A,"868,009",98.02%,,,,,,,,Toukai Teiou,,S,"879,369",96.77%,,,,,,,,decaten,,A,"724,768",98.34%,,,,,,,,evil grape,,A,"544,839",97.45%,,,,,,,,scylla,,A,"853,477",98.69%,,,,,,,,MALISZEWSKI,,A,"672,212",99.22%,,,,,,,,Welter,,S,"1,155,300",99.00%,,,,,,,,Pezz,,S,"1,159,723",99.06%,,,,,,,,Amamya Kokoro,,A,"656,465",98.52%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Denzel Curry,,S,"740,086",99.64%,,,,,,,,Denzel Curry,,A,"706,348",99.54%,,,,,,,,Allegrissimo,,A,"787,863",98.25%,,,,,,,,kusuriya,,S,"705,660",95.60%,,,,,,,,tekkito,,A,"565,463",98.69%,,,,,,,,milosz,,A,"527,248",97.94%,,,,,,,,Andros,,A,"491,300",97.20%,,,,,,,,Kosiarek,,A,"659,524",99.51%,,,,,,,,Lexu2S,,S,"1,149,988",98.83%,,,,,,,,rektygon,,A,"803,446",98.16%,,,,,,,,LATAJACYTUNCZYK,,A,"543,438",98.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Tim Kackner,,A,"641,018",99.52%,,,,,,,,criller,,A,"646,089",99.20%,,,,,,,,Amamya Kokoro,,A,"591,986",97.96%,,,,,,,,Duke,,A,"282,440",93.15%,,,,,,,,[C],,A,"528,243",98.97%,,,,,,,,hav,,A,"471,837",98.22%,,,,,,,,Guyra_,,A,"468,417",95.63%,,,,,,,,szedis,,A,"594,574",98.87%,,,,,,,,Hober38,,A,"524,711",97.15%,,,,,,,,WindowLife,,A,"786,102",98.95%,,,,,,,,Allegrissimo,,A,"528,079",98.63%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#7,,Canada,Wanderio,,S,"1,001,466",99.72%,"3,130,052",2,,,#7,,Poland,milosz,,S,"995,121",99.86%,"3,303,560",2,,,#7,,United Kingdom,fudge,,S,"973,888",99.25%,"3,056,254",2,,,#7,,Brazil,kagiura,,S,"824,019",95.10%,"2,771,368",2,,,#7,,United States,tekkito,,A,"794,603",98.80%,"2,696,875",2,,,#7,,Poland,MALISZEWSKI,,A,"734,749",98.41%,"2,487,017",1,,,#7,,Canada,xootynator,,A,"884,736",98.01%,"2,677,313",1,,,#7,,New Zealand,Saiyku,,A,"1,001,544",99.26%,"2,587,483",2,,,#7,,South Korea,[Karcher],,S,"1,129,944",98.27%,"3,954,826",2,,,#7,,Australia,mrekk,,S,"1,163,375",99.19%,"3,906,756",2,,,#7,,Canada,xootynator,,A,"1,051,742",97.95%,"2,602,431",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
