,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#5,GB:,,Plasma,,S,"985,348",99.27%,NZ,,,#5,NZ:,,Kyujin,,S,"979,508",98.86%,GB,,,#5,KR:,,Suyong_,,S,"876,473",96.64%,CL,,,#5,KR:,,Nopekjk,,S,"913,657",97.45%,CL,,,#5,US:,,rektygon,,A,"706,047",93.84%,FR,,,#5,RU:,,desuqe,, S ,"826,923",98.64%,CN,,,#5,RU:,,BJIADOC,, S ,"1,036,564",99.39%,CN,,,#5,FR:,,Musty,,A,"752,505",98.30%,US,,,#5,FR:,,Hifkil,,A,"667,114",98.34%,US,,,#5,AU:,,cloppit,,S,"1,193,360",99.75%,RO,,,#5,PE:,,[MG]Arnold24x24,,S,"1,173,619",99.24%,FI,,,#5,BR:,,Coreanmaluco,,S,"1,104,311",97.71%,DE,,,#5,MY:,,Chibi Maruko,NM,A,"806,263",97.67%,SE,,,#5,TR:,,Raikouhou,HR,S,"924,855",99.27%,IT,,,#5,NZ:,,5aiyku,NM,S,"962,502",99.04%,GB,,,#5,JP:,,RafuNa,NM,A,"338,354",96.60%,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#6,GB:,,Bubbleman,,S,"980,703",99.33%,NZ,,,#6,AU:,,mrekk,,S,"977,211",98.82%,RO,,,#6,GB:,,fudge,,S,"856,631",98.47%,NZ,,,#6,TR:,,Raikouhou,,S,"902,642",96.99%,IT,,,#6,AU:,,ASecretBox,,A,"694,749",91.97%,RO,,,#6,TH:,,-Kedama,,A,"822,791",98.27%,JP,,,#6,CN:,,lolol235,, S ,"1,028,493",99.22%,RU,,,#6,TW:,,Spinesnight,,A,"734,040",97.15%,NL,,,#6,JP:,,Homutan,,A,"635,097",97.44%,TH,,,#6,AU:,,aknzx,,S,"1,192,635",99.75%,RO,,,#6,NZ:,,Kyujin,,S,"1,168,760",99.13%,GB,,,#6,TR:,,Raikouhou,,S,"1,089,655",97.22%,IT,,,#6,SG:,,Dawnwing,NM,A,"771,419",99.03%,AT,,,#6,AU:,,palr,HD, S ,"923,792",95.81%,RO,,,#6,DE:,,criller,NM,A,"962,173",99.11%,BR,,,#6,TH:,,Arz3,NM,A,"312,350",96.10%,JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#7,AT:,,z10a,,A,"938,224",99.26%,SG,,,#7,PE:,,[MG]Arnold24x24,,S,"967,016",98.47%,FI,,,#7,NZ:,,ozbert,,S,"841,028",94.88%,GB,,,#7,TR:,,Shinkiro,,S,"887,642",96.84%,IT,,,#7,PL:,,MALISZEWSKI,,A,"666,092",95.91%,PH,,,#7,TH:,,miinr,,A,"739,688",95.16%,JP,,,#7,PH:,,ZaNy_,, S ,"1,026,556",99.05%,PL,,,#7,KR:,,LATAJACYTUNCZYK,,A,"729,987",97.71%,CL,,,#7,ID:,,Thatnoobguy,,A,"555,059",97.55%,KZ,,,#7,AU:,,ASecretBox,,S,"1,192,478",99.75%,RO,,,#7,KZ:,,Kamensh1k,,S,"1,166,734",99.13%,ID,,,#7,IT:,,Toukai Teiou,,S,"1,074,814",96.92%,TR,,,#7,AU:,,palr,HD,A,"752,231",98.97%,RO,,,#7,RO:,,badeu,NM,A,"885,714",98.30%,AU,,,#7,CA:,,xootynator,HDHR, S ,"953,664",97.20%,NO,,,#7,TH:,,chests,NM,A,"290,760",93.47%,JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#8,BR:,,Coreanmaluco,,A,"937,613",99.45%,DE,,,#8,GB:,,fudge,,S,"947,714",98.11%,NZ,,,#8,NZ:,,Kyujin,,A,"813,842",97.28%,GB,,,#8,RU:,,BJIADOC,,A,"848,469",97.88%,CN,,,#8,PH:,,NathanRam1918,,S,"657,110",95.70%,PL,,,#8,JP:,,YMD,,A,"718,909",97.90%,TH,,,#8,KZ:,,Kamensh1k,, S ,"1,016,910",98.87%,ID,,,#8,US:,,decaten,,A,"729,834",99.36%,FR,,,#8,KZ:,,Kamensh1k,,A,"540,403",98.01%,ID,,,#8,GB:,,fudge,,S,"1,192,216",99.75%,NZ,,,#8,FI:,,vaadin peukkua,,S,"1,162,267",99.00%,PE,,,#8,PL:,,Kosiarek,,S,"1,067,430",96.72%,PH,,,#8,RO:,,etn,HR,A,"717,186",99.50%,AU,,,#8,TR:,,Shinkiro,NM,S,"877,504",99.41%,IT,,,#8,RU:,,desuqe,NM,S,"951,351",98.75%,CN,,,#8,TH:,,Lesperry,NM,A,"271,127",93.51%,JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#9,DE:,,criller,,S,"929,728",99.78%,BR,,,#9,FI:,,Xepei,,S,"946,388",98.10%,PE,,,#9,GB:,,Bubbleman,,A,"811,937",97.35%,NZ,,,#9,FR:,,fiaee,,S,"835,403",97.80%,US,,,#9,AU:,,mrekk,,S,"649,796",96.38%,RO,,,#9,RU:,,Welter,,A,"672,970",98.66%,CN,,,#9,PH:,,NathanRam1918,, S ,"1,016,808",98.87%,PL,,,#9,US:,,Pezz,,S,"707,920",99.08%,FR,,,#9,JP:,,shouponpon,,A,"530,176",97.11%,TH,,,#9,US:,,rektygon,,S,"1,191,771",99.75%,FR,,,#9,DE:,,yary,,S,"1,154,705",98.88%,BR,,,#9,RU:,,gamer228666,,S,"1,040,168",96.08%,CN,,,#9,KZ:,,Kamensh1k,HR,A,"662,668",98.68%,ID,,,#9,US:,,decaten,HR,A,"860,642",98.73%,FR,,,#9,TW:,,GAO HAO,NM,S,"946,581",98.53%,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#10,NZ:,,ozbert,,S,"927,931",97.82%,GB,,,#10,NZ:,,Saiyku,,S,"929,493",97.54%,GB,,,#10,KR:,,Nopekjk,,S,"777,893",96.13%,CL,,,#10,US:,,WindowLife,,A,"819,533",97.63%,FR,,,#10,CN:,,lolol233,,S,"608,645",93.98%,RU,,,#10,JP:,,haga1115,,A,"672,045",98.65%,TH,,,#10,ES:,,A L E P H,, S ,"1,009,217",98.57%,AR,,,#10,CL:,,alfiu,,S,"688,622",99.02%,KR,,,#10,FR:,,Satsukiiii,,A,"527,427",97.92%,US,,,#10,PE:,,[MG]Arnold24x24,,S,"1,190,993",99.67%,FI,,,#10,CN:,,lolol233,,S,"1,154,274",98.82%,RU,,,#10,TH:,,Lesperry,,S,"1,022,595",95.43%,JP,,,#10,AT:,,tomadoi,HD,A,"620,899",98.71%,SG,,,#10,RO:,,Kehest,NM,S,"844,763",96.40%,AU,,,#10,CA:,,Wanderio,NM,S,"945,949",98.62%,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#11,SE:,,Andros,,A,"895,458",99.08%,MY,,,#11,SG:,,Cymango,,S,"929,483",97.41%,AT,,,#11,TH:,,Lesperry,,A,"776,377",95.56%,JP,,,#11,FR:,,calangi,,A,"794,529",97.45%,US,,,#11,SE:,,Lightningfox,,B,"587,684",92.83%,MY,,,#11,CN:,,Crystal,,A,"604,155",97.79%,RU,,,#11,CA:,,xootynator,,A,"1,006,914",99.52%,NO,,,#11,KR:,,Amamya Kokoro,,A,"673,382",98.64%,CL,,,#11,TH:,,Arz3,,A,"522,111",97.78%,JP,,,#11,US:,,Pezz,,S,"1,187,518",99.67%,FR,,,#11,DE:,,Denzel Curry,,S,"1,152,599",98.77%,BR,,,#11,BR:,,tayko,,S,"991,599",94.61%,DE,,,#11,SE:,,Guyra_,NM,A,"608,896",98.37%,MY,,,#11,US:,,rektygon,HR,A,"834,206",98.69%,FR,,,#11,DE:,,okinamo,HD, S ,"924,193",98.67%,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#12,PH:,,LordGabriel,,A,"886,341",99.30%,PL,,,#12,PH:,,Icarussy,,S,"926,469",97.24%,PL,,,#12,CL:,,siiphs,,A,"615,509",95.15%,KR,,,#12,FI:,,savilju,,S,"791,008",96.35%,PE,,,#12,RU:,,BJIADOC,,A,"586,578",94.62%,CN,,,#12,TH:,,chests,,B,"595,551",92.45%,JP,,,#12,KZ:,,Ternafis,,A,"1,002,396",98.83%,ID,,,#12,CL:,,Intercambing,,A,"649,114",97.32%,KR,,,#12,FR:,,Musty,,A,"493,860",97.80%,US,,,#12,CN:,,lolol233,,S,"1,186,442",99.58%,RU,,,#12,JP:,,YMD,,S,"1,152,027",98.75%,TH,,,#12,PH:,,perhap,,S,"914,150",95.90%,PL,,,#12,SE:,,Fejlan,NM,A,"604,113",98.98%,MY,,,#12,SE:,,scylla,HD,A,"826,776",98.71%,MY,,,#12,NZ:,,Saiyku,HR,S,"893,927",96.83%,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#13,DE:,,Tim Kackner,,S,"858,669",99.94%,BR,,,#13,PL:,,evil grape,,S,"919,060",97.37%,PH,,,#13,IT:,,Duke,,A,"604,812",96.30%,TR,,,#13,CN:,,Crystal,,A,"779,895",97.69%,RU,,,#13,PL:,,evil grape,,B,"580,285",91.43%,PH,,,#13,CN:,,lolol233,,A,"569,519",96.92%,RU,,,#13,NO:,,antonyw,,A,"987,086",99.00%,CA,,,#13,FR:,,Hifkil,,A,"613,671",97.89%,US,,,#13,ID:,,Stixe,,A,"490,365",96.83%,KZ,,,#13,RU:,,Lexu2S,,S,"1,182,147",99.42%,CN,,,#13,CL:,,alfiu,,S,"1,150,203",98.75%,KR,,,#13,CN:,,Crystal,,A,"813,878",96.57%,RU,,,#13,KZ:,,Ternafis,HD,A,"602,570",98.68%,ID,,,#13,SE:,,Lightningfox,NM,A,"747,120",97.31%,MY,,,#13,TW:,,Ruyaya,HD, S ,"873,258",98.56%,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#14,ID:,,Hakui Koyori,,A,"838,224",99.51%,KZ,,,#14,NZ:,,5aiyku,,S,"910,870",96.97%,GB,,,#14,TR:,,Shinkiro,,A,"574,778",95.75%,IT,,,#14,CL:,,Lasseh,,A,"708,603",93.44%,KR,,,#14,CN:,,Crystal,,S,"571,700",95.81%,RU,,,#14,TH:,,Lesperry,,B,"540,214",92.66%,JP,,,#14,TW:,,Flyer,,A,"951,130",98.31%,NL,,,#14,NL:,,Wind Tales,,A,"610,294",96.29%,TW,,,#14,KZ:,,Ternafis,,A,"486,599",97.32%,ID,,,#14,ID:,,lifeline,,S,"1,180,956",99.50%,KZ,,,#14,ID:,,MineFrostID,,S,"1,149,574",98.75%,KZ,,,#14,CN:,,lolol233,,A,"811,715",98.46%,RU,,,#14,AU:,,Xaver,NM,A,"601,133",98.18%,RO,,,#14,AR:,,Seiong,HR,A,"691,126",98.28%,ES,,,#14,NZ:,,Kyujin,HD,A,"859,507",98.50%,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#15,KZ:,,Kamensh1k,,S,"834,790",99.31%,ID,,,#15,MY:,,Rampax,,S,"910,707",97.05%,SE,,,#15,TR:,,Raikouhou,,A,"573,988",97.91%,IT,,,#15,CN:,,lolol235,,A,"703,878",97.47%,RU,,,#15,FR:,,Musty,,B,"561,456",92.11%,US,,,#15,JP:,,shouponpon,,A,"431,413",96.74%,TH,,,#15,RU:,,Lexu2S,,A,"910,649",98.83%,CN,,,#15,NL:,,John Zenith,,A,"584,428",97.64%,TW,,,#15,US:,,Pezz,,A,"485,739",98.35%,FR,,,#15,GB:,,Bubbleman,,S,"1,175,592",99.33%,NZ,,,#15,AT:,,z10a,,S,"1,144,844",98.63%,SG,,,#15,PL:,,gnahus,,S,"782,954",97.89%,PH,,,#15,AU:,,ASecretBox,HR,A,"597,137",99.37%,RO,,,#15,RO:,,etn,HR,A,"672,432",99.10%,AU,,,#15,BR:,,-izzy,NM,S,"829,010",98.01%,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#16,ID:,,Thatnoobguy,,S,"834,553",99.31%,KZ,,,#16,AT:,,z10a,,S,"887,804",96.14%,SG,,,#16,GB:,,Plasma,,A,"567,110",96.62%,NZ,,,#16,TH:,,Arz3,,S,"697,356",96.89%,JP,,,#16,RO:,,etn,,B,"560,763",91.18%,AU,,,#16,RU:,,maxim,,A,"383,122",92.90%,CN,,,#16,FR:,,calangi,,A,"876,732",96.12%,US,,,#16,CL:,,Hanayume,,A,"571,572",98.77%,KR,,,#16,ID:,,MineFrostID,,A,"478,299",97.07%,KZ,,,#16,FR:,,Hifkil,,S,"1,174,907",99.33%,US,,,#16,BR:,,VitorSkull,,S,"1,132,478",98.25%,DE,,,#16,CN:,,lolol235,,S,"752,854",97.39%,RU,,,#16,AT:,,z10a,HR,A,"576,549",98.68%,SG,,,#16,FI:,,Xepei,HR,A,"662,237",97.39%,PE,,,#16,KR:,,LATAJACYTUNCZYK,HD,A,"814,092",98.71%,CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#17,CA:,,yip,,S,"809,857",98.69%,NO,,,#17,AU:,,cloppit,,A,"871,600",98.49%,RO,,,#17,JP:,,Aotoleen,,A,"548,151",93.51%,TH,,,#17,RU:,,Welter,,A,"692,792",98.42%,CN,,,#17,AU:,,palr,,S,"552,924",93.51%,RO,,,,,,,,,,,,,,#17,CA:,,steamhappy,,A,"861,580",99.31%,NO,,,#17,TW:,,Ruyaya,,A,"531,858",97.33%,NL,,,#17,ID:,,lifeline,,A,"472,763",94.05%,KZ,,,#17,FI:,,Xepei,,S,"1,173,171",99.33%,PE,,,#17,AT:,,Akuma no Tenshi,,S,"1,131,849",98.25%,SG,,,#17,TH:,,-Kedama,,A,"731,674",96.55%,JP,,,#17,MY:,,Harumi Ena,NM,A,"570,649",98.07%,SE,,,#17,GB:,,fudge,HR,A,"658,814",99.25%,NZ,,,#17,CA:,,yip,NM,A,"782,642",99.13%,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#18,DE:,,yary,,A,"759,726",99.66%,BR,,,#18,PL:,,gnahus,,A,"815,952",98.44%,PH,,,#18,NZ:,,5aiyku,,A,"528,663",97.79%,GB,,,#18,IT:,,kusuriya,,A,"690,203",96.20%,TR,,,#18,PL:,,milosz,,A,"540,497",94.34%,PH,,,,,,,,,,,,,,#18,IT:,,kusuriya,,A,"841,250",99.22%,TR,,,#18,CL:,,xXChokgamerXx,,A,"499,380",97.15%,KR,,,#18,US:,,WindowLife,,A,"469,174",98.12%,FR,,,#18,TH:,,-Kedama,,S,"1,167,266",99.10%,JP,,,#18,CA:,,PinkEyeFan2013,,S,"1,131,709",98.36%,NO,,,#18,DE:,,criller,,S,"723,633",98.09%,BR,,,#18,AT:,,z9a,HR,A,"569,428",98.05%,SG,,,#18,FR:,,Hifkil,HR,A,"657,813",99.28%,US,,,#18,GB:,,Bubbleman,NM,S,"774,908",98.72%,NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#19,SG:,,Cymango,,A,"750,029",98.21%,AT,,,#19,MY:,,Harumi Ena,,A,"813,663",95.52%,SE,,,#19,TR:,,spray-,,A,"504,642",96.87%,IT,,,#19,TR:,,spray-,,A,"676,005",95.91%,IT,,,#19,RO:,,badeu,,A,"540,097",94.77%,AU,,,,,,,,,,,,,,#19,CA:,,Zylice,,A,"838,266",99.18%,NO,,,#19,FR:,,FlasTEH,,A,"496,922",95.53%,US,,,#19,KZ:,,shiyumi,,A,"438,130",97.04%,ID,,,#19,DE:,,Fleh,,S,"1,166,095",99.08%,BR,,,#19,IT:,,Toukai Teiou,,S,"1,129,557",98.32%,TR,,,#19,SG:,,Dawnwing,,A,"719,335",95.88%,AT,,,#19,AT:,,fedoragoose,NM,A,"558,065",99.03%,SG,,,#19,IT:,,kusuriya,NM,S,"635,966",97.58%,TR,,,#19,NL:,,John ethken,NM,A,"755,669",97.92%,TW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
