username,elitebotix_score,skill_issue_score,bancho_score,lazer_score,recent_tournament_form,consistency_score,reliability_multiplier,activity_multiplier,final_power_score,provisional,base_power_score,tournaments_played_last_12m,days_since_last_event,explanation,debug
tomadoi,,,31.08,,37.93,25.0,0.8688,0.9423,28.09,True,34.31,1,155.0,"tomadoi scores 28.09 with recent tournament form 37.9, bancho score 31.1, consistency score 25.0; reliability 0.869, activity 0.942, provisional",{}
Teppi Fangirl,,,22.38,,41.19,25.0,0.8688,0.9423,27.98,True,34.18,1,155.0,"Teppi Fangirl scores 27.98 with recent tournament form 41.2, consistency score 25.0, bancho score 22.4; reliability 0.869, activity 0.942, provisional",{}
Joyi,,,40.1,,35.5,25.0,0.8688,0.9187,27.96,True,35.03,1,302.0,"Joyi scores 27.96 with bancho score 40.1, recent tournament form 35.5, consistency score 25.0; reliability 0.869, activity 0.919, provisional",{}
MRB,,,19.78,,42.27,25.0,0.8688,0.9393,27.91,True,34.2,1,168.0,"MRB scores 27.91 with recent tournament form 42.3, consistency score 25.0, bancho score 19.8; reliability 0.869, activity 0.939, provisional",{}
Eevert,,,37.56,,36.25,25.0,0.8688,0.9194,27.85,True,34.86,1,295.0,"Eevert scores 27.85 with bancho score 37.6, recent tournament form 36.2, consistency score 25.0; reliability 0.869, activity 0.919, provisional",{}
Eirra,,,30.05,,39.21,25.0,0.8688,0.9194,27.83,True,34.84,1,295.0,"Eirra scores 27.83 with recent tournament form 39.2, bancho score 30.0, consistency score 25.0; reliability 0.869, activity 0.919, provisional",{}
dracoria,,,29.97,,37.65,25.0,0.8688,0.9409,27.69,True,33.87,1,161.0,"dracoria scores 27.69 with recent tournament form 37.6, bancho score 30.0, consistency score 25.0; reliability 0.869, activity 0.941, provisional",{}
trushpack,,,35.83,,35.16,25.0,0.8688,0.9393,27.57,True,33.78,1,168.0,"trushpack scores 27.57 with bancho score 35.8, recent tournament form 35.2, consistency score 25.0; reliability 0.869, activity 0.939, provisional",{}
Hellbeak,,,32.68,,37.51,25.0,0.8688,0.9194,27.51,True,34.44,1,295.0,"Hellbeak scores 27.51 with recent tournament form 37.5, bancho score 32.7, consistency score 25.0; reliability 0.869, activity 0.919, provisional",{}
G e n g a o z o,,,36.68,,34.17,25.0,0.8688,0.9478,27.49,True,33.39,1,133.0,"G e n g a o z o scores 27.49 with bancho score 36.7, recent tournament form 34.2, consistency score 25.0; reliability 0.869, activity 0.948, provisional",{}
Polle,,,31.03,,36.5,25.0,0.8688,0.9389,27.27,True,33.43,1,170.0,"Polle scores 27.27 with recent tournament form 36.5, bancho score 31.0, consistency score 25.0; reliability 0.869, activity 0.939, provisional",{}
EPEMA,,,29.09,,37.21,25.0,0.8688,0.9393,27.25,True,33.39,1,168.0,"EPEMA scores 27.25 with recent tournament form 37.2, bancho score 29.1, consistency score 25.0; reliability 0.869, activity 0.939, provisional",{}
xymbii,,,48.36,,30.51,25.0,0.8688,0.9187,27.14,True,34.0,1,302.0,"xymbii scores 27.14 with bancho score 48.4, recent tournament form 30.5, consistency score 25.0; reliability 0.869, activity 0.919, provisional",{}
arekk,,,52.69,,28.42,25.0,0.8688,0.9188,26.97,True,33.79,1,301.0,"arekk scores 26.97 with bancho score 52.7, recent tournament form 28.4, consistency score 25.0; reliability 0.869, activity 0.919, provisional",{}
Indiana,,,36.16,,34.78,25.0,0.8688,0.9187,26.84,True,33.63,1,302.0,"Indiana scores 26.84 with bancho score 36.2, recent tournament form 34.8, consistency score 25.0; reliability 0.869, activity 0.919, provisional",{}
lifetime,,,42.45,,30.85,25.0,0.8688,0.9409,26.79,True,32.78,1,161.0,"lifetime scores 26.79 with bancho score 42.5, recent tournament form 30.9, consistency score 25.0; reliability 0.869, activity 0.941, provisional",{}
P r a h,,,25.48,,37.33,25.0,0.8688,0.9409,26.64,True,32.59,1,161.0,"P r a h scores 26.64 with recent tournament form 37.3, bancho score 25.5, consistency score 25.0; reliability 0.869, activity 0.941, provisional",{}
xXChokgamerXx,,,25.91,,36.98,25.0,0.8688,0.9439,26.64,True,32.48,1,148.0,"xXChokgamerXx scores 26.64 with recent tournament form 37.0, bancho score 25.9, consistency score 25.0; reliability 0.869, activity 0.944, provisional",{}
synchromic,,,43.06,,31.8,25.0,0.8688,0.9148,26.62,True,33.5,1,344.0,"synchromic scores 26.62 with bancho score 43.1, recent tournament form 31.8, consistency score 25.0; reliability 0.869, activity 0.915, provisional",{}
Vinnie,,,24.83,,37.15,25.0,0.8688,0.9393,26.38,True,32.32,1,168.0,"Vinnie scores 26.38 with recent tournament form 37.1, consistency score 25.0, bancho score 24.8; reliability 0.869, activity 0.939, provisional",{}
_Kasaezic,,,33.33,,33.76,25.0,0.8688,0.9389,26.37,True,32.33,1,170.0,"_Kasaezic scores 26.37 with recent tournament form 33.8, bancho score 33.3, consistency score 25.0; reliability 0.869, activity 0.939, provisional",{}
BlankTap,,,23.35,,36.35,25.0,0.8688,0.96,26.25,True,31.48,1,92.0,"BlankTap scores 26.25 with recent tournament form 36.4, consistency score 25.0, bancho score 23.3; reliability 0.869, activity 0.960, provisional",{}
miinr,,,38.03,,31.36,25.0,0.8688,0.9409,26.17,True,32.01,1,161.0,"miinr scores 26.17 with bancho score 38.0, recent tournament form 31.4, consistency score 25.0; reliability 0.869, activity 0.941, provisional",{}
Belladonna,,,46.94,,29.01,25.0,0.8688,0.9187,26.14,True,32.75,1,302.0,"Belladonna scores 26.14 with bancho score 46.9, recent tournament form 29.0, consistency score 25.0; reliability 0.869, activity 0.919, provisional",{}
Amuro,,,33.45,,32.85,25.0,0.8688,0.9409,26.0,True,31.81,1,161.0,"Amuro scores 26.00 with bancho score 33.4, recent tournament form 32.9, consistency score 25.0; reliability 0.869, activity 0.941, provisional",{}
N1ghtbeat,,,26.02,,36.88,25.0,0.8688,0.9194,25.92,True,32.45,1,295.0,"N1ghtbeat scores 25.92 with recent tournament form 36.9, bancho score 26.0, consistency score 25.0; reliability 0.869, activity 0.919, provisional",{}
tgnalice,,,36.89,,31.35,25.0,0.8688,0.9391,25.89,True,31.73,1,169.0,"tgnalice scores 25.89 with bancho score 36.9, recent tournament form 31.4, consistency score 25.0; reliability 0.869, activity 0.939, provisional",{}
Suzuha,,,36.95,,32.43,25.0,0.8688,0.9187,25.86,True,32.4,1,302.0,"Suzuha scores 25.86 with bancho score 37.0, recent tournament form 32.4, consistency score 25.0; reliability 0.869, activity 0.919, provisional",{}
1ncert,,,30.44,,34.98,25.0,0.8688,0.9194,25.85,True,32.37,1,295.0,"1ncert scores 25.85 with recent tournament form 35.0, bancho score 30.4, consistency score 25.0; reliability 0.869, activity 0.919, provisional",{}
capybaras,,,41.02,,29.43,25.0,0.8688,0.9423,25.84,True,31.57,1,155.0,"capybaras scores 25.84 with bancho score 41.0, recent tournament form 29.4, consistency score 25.0; reliability 0.869, activity 0.942, provisional",{}
pr1mary,,,36.88,,30.93,25.0,0.8688,0.9439,25.81,True,31.47,1,148.0,"pr1mary scores 25.81 with bancho score 36.9, recent tournament form 30.9, consistency score 25.0; reliability 0.869, activity 0.944, provisional",{}
Teppi,,,26.75,,35.0,25.0,0.8688,0.9423,25.78,True,31.48,1,155.0,"Teppi scores 25.78 with recent tournament form 35.0, bancho score 26.7, consistency score 25.0; reliability 0.869, activity 0.942, provisional",{}
pii,,,42.59,,28.66,25.0,0.8688,0.9425,25.78,True,31.48,1,154.0,"pii scores 25.78 with bancho score 42.6, recent tournament form 28.7, consistency score 25.0; reliability 0.869, activity 0.943, provisional",{}
melwem,,,35.47,,31.3,25.0,0.8688,0.9423,25.67,True,31.36,1,155.0,"melwem scores 25.67 with bancho score 35.5, recent tournament form 31.3, consistency score 25.0; reliability 0.869, activity 0.942, provisional",{}
PeterPen,,,36.67,,30.48,25.0,0.8688,0.9391,25.41,True,31.15,1,169.0,"PeterPen scores 25.41 with bancho score 36.7, recent tournament form 30.5, consistency score 25.0; reliability 0.869, activity 0.939, provisional",{}
CRIMEA,,,40.46,,28.64,25.0,0.8688,0.9393,25.26,True,30.95,1,168.0,"CRIMEA scores 25.26 with bancho score 40.5, recent tournament form 28.6, consistency score 25.0; reliability 0.869, activity 0.939, provisional",{}
LittleFede,,,38.27,,29.47,25.0,0.8688,0.9393,25.24,True,30.93,1,168.0,"LittleFede scores 25.24 with bancho score 38.3, recent tournament form 29.5, consistency score 25.0; reliability 0.869, activity 0.939, provisional",{}
junamat,,,36.77,,29.6,25.0,0.8688,0.942,25.08,True,30.64,1,156.0,"junamat scores 25.08 with bancho score 36.8, recent tournament form 29.6, consistency score 25.0; reliability 0.869, activity 0.942, provisional",{}
Vo Hieu Grape,,,24.79,,34.34,25.0,0.8688,0.9389,24.97,True,30.61,1,170.0,"Vo Hieu Grape scores 24.97 with recent tournament form 34.3, consistency score 25.0, bancho score 24.8; reliability 0.869, activity 0.939, provisional",{}
smashcae,,,25.62,,33.59,25.0,0.8688,0.9409,24.82,True,30.36,1,161.0,"smashcae scores 24.82 with recent tournament form 33.6, bancho score 25.6, consistency score 25.0; reliability 0.869, activity 0.941, provisional",{}
mads,,,41.93,,27.19,25.0,0.8688,0.9378,24.79,True,30.43,1,175.0,"mads scores 24.79 with bancho score 41.9, recent tournament form 27.2, consistency score 25.0; reliability 0.869, activity 0.938, provisional",{}
Ravexi,,,38.89,,28.15,25.0,0.8688,0.9409,24.75,True,30.28,1,161.0,"Ravexi scores 24.75 with bancho score 38.9, recent tournament form 28.1, consistency score 25.0; reliability 0.869, activity 0.941, provisional",{}
daanit,,,34.62,,29.85,25.0,0.8688,0.9393,24.7,True,30.27,1,168.0,"daanit scores 24.70 with bancho score 34.6, recent tournament form 29.9, consistency score 25.0; reliability 0.869, activity 0.939, provisional",{}
big snag,,,48.64,,23.74,25.0,0.8688,0.9475,24.67,True,29.97,1,134.0,"big snag scores 24.67 with bancho score 48.6, consistency score 25.0, recent tournament form 23.7; reliability 0.869, activity 0.948, provisional",{}
Palodex,,,25.27,,33.32,25.0,0.8688,0.942,24.64,True,30.11,1,156.0,"Palodex scores 24.64 with recent tournament form 33.3, bancho score 25.3, consistency score 25.0; reliability 0.869, activity 0.942, provisional",{}
Rosemi Lovelock,,,35.36,,28.1,25.0,0.8688,0.96,24.51,True,29.39,1,92.0,"Rosemi Lovelock scores 24.51 with bancho score 35.4, recent tournament form 28.1, consistency score 25.0; reliability 0.869, activity 0.960, provisional",{}
milimea,,,36.62,,29.27,25.0,0.8688,0.9187,24.27,True,30.4,1,302.0,"milimea scores 24.27 with bancho score 36.6, recent tournament form 29.3, consistency score 25.0; reliability 0.869, activity 0.919, provisional",{}
Gerard Way,,,29.38,,30.89,25.0,0.8688,0.9393,24.18,True,29.63,1,168.0,"Gerard Way scores 24.18 with recent tournament form 30.9, bancho score 29.4, consistency score 25.0; reliability 0.869, activity 0.939, provisional",{}
Ryuzaki,,,41.81,,25.59,25.0,0.8688,0.9407,24.05,True,29.43,1,162.0,"Ryuzaki scores 24.05 with bancho score 41.8, recent tournament form 25.6, consistency score 25.0; reliability 0.869, activity 0.941, provisional",{}
supergirl,,,29.73,,29.76,25.0,0.8688,0.9409,23.73,True,29.03,1,161.0,"supergirl scores 23.73 with recent tournament form 29.8, bancho score 29.7, consistency score 25.0; reliability 0.869, activity 0.941, provisional",{}
_Chonker,,,44.63,,24.27,25.0,0.8688,0.9194,23.42,True,29.32,1,295.0,"_Chonker scores 23.42 with bancho score 44.6, consistency score 25.0, recent tournament form 24.3; reliability 0.869, activity 0.919, provisional",{}
m4rkvc,,,21.92,,32.24,25.0,0.8688,0.9407,23.41,True,28.64,1,162.0,"m4rkvc scores 23.41 with recent tournament form 32.2, consistency score 25.0, bancho score 21.9; reliability 0.869, activity 0.941, provisional",{}
Moonlit111,,,33.06,,27.09,25.0,0.8688,0.9439,23.14,True,28.22,1,148.0,"Moonlit111 scores 23.14 with bancho score 33.1, recent tournament form 27.1, consistency score 25.0; reliability 0.869, activity 0.944, provisional",{}
-lion,,,39.98,,25.38,25.0,0.8688,0.9188,23.04,True,28.86,1,301.0,"-lion scores 23.04 with bancho score 40.0, recent tournament form 25.4, consistency score 25.0; reliability 0.869, activity 0.919, provisional",{}
AHotDawg,,,30.52,,27.95,25.0,0.8688,0.9409,22.99,True,28.13,1,161.0,"AHotDawg scores 22.99 with bancho score 30.5, recent tournament form 27.9, consistency score 25.0; reliability 0.869, activity 0.941, provisional",{}
LUNAISTABBY,,,25.68,,31.19,25.0,0.8688,0.9148,22.98,True,28.92,1,344.0,"LUNAISTABBY scores 22.98 with recent tournament form 31.2, bancho score 25.7, consistency score 25.0; reliability 0.869, activity 0.915, provisional",{}
vonneti,,,20.59,,32.8,25.0,0.8688,0.9187,22.87,True,28.66,1,302.0,"vonneti scores 22.87 with recent tournament form 32.8, consistency score 25.0, bancho score 20.6; reliability 0.869, activity 0.919, provisional",{}
Chibi Maruko,,,28.56,,28.39,25.0,0.8688,0.9409,22.82,True,27.92,1,161.0,"Chibi Maruko scores 22.82 with bancho score 28.6, recent tournament form 28.4, consistency score 25.0; reliability 0.869, activity 0.941, provisional",{}
Alice Carroll,,,40.88,,23.41,25.0,0.8688,0.9409,22.79,True,27.89,1,161.0,"Alice Carroll scores 22.79 with bancho score 40.9, consistency score 25.0, recent tournament form 23.4; reliability 0.869, activity 0.941, provisional",{}
fireblaze3028,,,45.01,,22.14,25.0,0.8688,0.9181,22.43,True,28.12,1,308.0,"fireblaze3028 scores 22.43 with bancho score 45.0, consistency score 25.0, recent tournament form 22.1; reliability 0.869, activity 0.918, provisional",{}
Oguri Cap,,,36.29,,23.35,25.0,0.8688,0.96,22.3,True,26.74,1,92.0,"Oguri Cap scores 22.30 with bancho score 36.3, consistency score 25.0, recent tournament form 23.4; reliability 0.869, activity 0.960, provisional",{}
Leftie,,,21.44,,30.13,25.0,0.8688,0.9393,22.23,True,27.25,1,168.0,"Leftie scores 22.23 with recent tournament form 30.1, consistency score 25.0, bancho score 21.4; reliability 0.869, activity 0.939, provisional",{}
robotonic,,,39.84,,22.6,25.0,0.8688,0.9423,22.22,True,27.14,1,155.0,"robotonic scores 22.22 with bancho score 39.8, consistency score 25.0, recent tournament form 22.6; reliability 0.869, activity 0.942, provisional",{}
pawb,,,42.64,,21.26,25.0,0.8688,0.9425,22.12,True,27.01,1,154.0,"pawb scores 22.12 with bancho score 42.6, consistency score 25.0, recent tournament form 21.3; reliability 0.869, activity 0.943, provisional",{}
KOCT9H,,,35.05,,24.81,25.0,0.8688,0.9187,21.81,True,27.32,1,302.0,"KOCT9H scores 21.81 with bancho score 35.0, consistency score 25.0, recent tournament form 24.8; reliability 0.869, activity 0.919, provisional",{}
FAW,,,25.02,,27.69,25.0,0.8688,0.9423,21.81,True,26.64,1,155.0,"FAW scores 21.81 with recent tournament form 27.7, bancho score 25.0, consistency score 25.0; reliability 0.869, activity 0.942, provisional",{}
Tsukime,,,32.66,,24.25,25.0,0.8688,0.9393,21.55,True,26.4,1,168.0,"Tsukime scores 21.55 with bancho score 32.7, consistency score 25.0, recent tournament form 24.2; reliability 0.869, activity 0.939, provisional",{}
Chiyuu,,,35.0,,22.89,25.0,0.8688,0.9409,21.37,True,26.15,1,161.0,"Chiyuu scores 21.37 with bancho score 35.0, consistency score 25.0, recent tournament form 22.9; reliability 0.869, activity 0.941, provisional",{}
ILBOSSDELPOPPIN,,,27.63,,25.79,25.0,0.8688,0.9195,20.86,True,26.12,1,294.0,"ILBOSSDELPOPPIN scores 20.86 with bancho score 27.6, recent tournament form 25.8, consistency score 25.0; reliability 0.869, activity 0.919, provisional",{}
Kenzol,,,19.25,,28.22,25.0,0.8688,0.9391,20.85,True,25.56,1,169.0,"Kenzol scores 20.85 with recent tournament form 28.2, consistency score 25.0, bancho score 19.2; reliability 0.869, activity 0.939, provisional",{}
[MG]-iky-,,,37.0,,20.94,25.0,0.8688,0.9409,20.8,True,25.45,1,161.0,"[MG]-iky- scores 20.80 with bancho score 37.0, consistency score 25.0, recent tournament form 20.9; reliability 0.869, activity 0.941, provisional",{}
Daldor,,,31.77,,20.93,25.0,0.8688,0.9393,19.73,True,24.17,1,168.0,"Daldor scores 19.73 with bancho score 31.8, consistency score 25.0, recent tournament form 20.9; reliability 0.869, activity 0.939, provisional",{}
Cittas,,,30.16,,21.56,25.0,0.8688,0.9378,19.69,True,24.17,1,175.0,"Cittas scores 19.69 with bancho score 30.2, consistency score 25.0, recent tournament form 21.6; reliability 0.869, activity 0.938, provisional",{}
Antaanar,,,38.62,,18.51,25.0,0.8688,0.9187,19.45,True,24.37,1,302.0,"Antaanar scores 19.45 with bancho score 38.6, consistency score 25.0, recent tournament form 18.5; reliability 0.869, activity 0.919, provisional",{}
KittyLikeme,,,22.65,,23.81,25.0,0.8688,0.9393,19.35,True,23.71,1,168.0,"KittyLikeme scores 19.35 with consistency score 25.0, recent tournament form 23.8, bancho score 22.6; reliability 0.869, activity 0.939, provisional",{}
rlsc1109,,,34.06,,19.06,25.0,0.8688,0.9393,19.26,True,23.6,1,168.0,"rlsc1109 scores 19.26 with bancho score 34.1, consistency score 25.0, recent tournament form 19.1; reliability 0.869, activity 0.939, provisional",{}
unmei,,,31.57,,18.97,25.0,0.8688,0.9393,18.72,True,22.94,1,168.0,"unmei scores 18.72 with bancho score 31.6, consistency score 25.0, recent tournament form 19.0; reliability 0.869, activity 0.939, provisional",{}
fruit cup,,,37.48,,16.25,25.0,0.8688,0.9409,18.58,True,22.72,1,161.0,"fruit cup scores 18.58 with bancho score 37.5, consistency score 25.0, recent tournament form 16.2; reliability 0.869, activity 0.941, provisional",{}
hedayo,,,35.85,,17.89,25.0,0.8688,0.9148,18.54,True,23.32,1,344.0,"hedayo scores 18.54 with bancho score 35.9, consistency score 25.0, recent tournament form 17.9; reliability 0.869, activity 0.915, provisional",{}
mailman,,,37.26,,17.19,25.0,0.8688,0.9181,18.54,True,23.24,1,308.0,"mailman scores 18.54 with bancho score 37.3, consistency score 25.0, recent tournament form 17.2; reliability 0.869, activity 0.918, provisional",{}
hubbawubba,,,33.34,,17.97,25.0,0.8688,0.9187,18.17,True,22.76,1,302.0,"hubbawubba scores 18.17 with bancho score 33.3, consistency score 25.0, recent tournament form 18.0; reliability 0.869, activity 0.919, provisional",{}
ded24lol,,,27.48,,20.05,25.0,0.8688,0.9187,18.04,True,22.6,1,302.0,"ded24lol scores 18.04 with bancho score 27.5, consistency score 25.0, recent tournament form 20.1; reliability 0.869, activity 0.919, provisional",{}
Nordkild,,,28.88,,18.62,25.0,0.8688,0.9389,18.01,True,22.07,1,170.0,"Nordkild scores 18.01 with bancho score 28.9, consistency score 25.0, recent tournament form 18.6; reliability 0.869, activity 0.939, provisional",{}
MyAngelRasseru,,,,,21.2,25.0,0.8688,0.9409,17.95,True,21.96,1,161.0,"MyAngelRasseru scores 17.95 with consistency score 25.0, recent tournament form 21.2; reliability 0.869, activity 0.941, provisional",{}
Caruma,,,24.93,,18.22,25.0,0.8688,0.958,17.37,True,20.87,1,98.0,"Caruma scores 17.37 with consistency score 25.0, bancho score 24.9, recent tournament form 18.2; reliability 0.869, activity 0.958, provisional",{}
electrostrike,,,19.76,,20.96,25.0,0.8688,0.9389,17.36,True,21.28,1,170.0,"electrostrike scores 17.36 with consistency score 25.0, recent tournament form 21.0, bancho score 19.8; reliability 0.869, activity 0.939, provisional",{}
meramin,,,36.08,,14.35,25.0,0.8688,0.9393,17.33,True,21.23,1,168.0,"meramin scores 17.33 with bancho score 36.1, consistency score 25.0, recent tournament form 14.3; reliability 0.869, activity 0.939, provisional",{}
FcEazy,,,21.11,,7.62,65.01,0.8875,0.9478,16.47,True,19.59,2,133.0,"FcEazy scores 16.47 with consistency score 65.0, bancho score 21.1, recent tournament form 7.6; reliability 0.887, activity 0.948, provisional",{}
Fo_Ka,,,29.59,,14.27,25.0,0.8688,0.9409,16.03,True,19.61,1,161.0,"Fo_Ka scores 16.03 with bancho score 29.6, consistency score 25.0, recent tournament form 14.3; reliability 0.869, activity 0.941, provisional",{}
nuthing,,,24.18,,16.23,25.0,0.8688,0.9393,15.9,True,19.49,1,168.0,"nuthing scores 15.90 with consistency score 25.0, bancho score 24.2, recent tournament form 16.2; reliability 0.869, activity 0.939, provisional",{}
TzArtifactz,,,23.08,,16.18,25.0,0.8688,0.9409,15.69,True,19.19,1,161.0,"TzArtifactz scores 15.69 with consistency score 25.0, bancho score 23.1, recent tournament form 16.2; reliability 0.869, activity 0.941, provisional",{}
Rhetoric,,,30.27,,12.3,25.0,0.8688,0.9439,15.24,True,18.58,1,148.0,"Rhetoric scores 15.24 with bancho score 30.3, consistency score 25.0, recent tournament form 12.3; reliability 0.869, activity 0.944, provisional",{}
ExiaXD,,,19.88,,17.19,25.0,0.8688,0.9181,15.18,True,19.03,1,308.0,"ExiaXD scores 15.18 with consistency score 25.0, bancho score 19.9, recent tournament form 17.2; reliability 0.869, activity 0.918, provisional",{}
G4rdevoir,,,22.21,,15.2,25.0,0.8688,0.9409,15.03,True,18.38,1,161.0,"G4rdevoir scores 15.03 with consistency score 25.0, bancho score 22.2, recent tournament form 15.2; reliability 0.869, activity 0.941, provisional",{}
vdc,,,27.87,,12.26,25.0,0.8688,0.9194,14.36,True,17.97,1,295.0,"vdc scores 14.36 with bancho score 27.9, consistency score 25.0, recent tournament form 12.3; reliability 0.869, activity 0.919, provisional",{}
APTEM,,,19.02,,14.76,25.0,0.8688,0.9393,14.15,True,17.35,1,168.0,"APTEM scores 14.15 with consistency score 25.0, bancho score 19.0, recent tournament form 14.8; reliability 0.869, activity 0.939, provisional",{}
zebedee,,,19.54,,13.54,25.0,0.8688,0.9181,13.35,True,16.73,1,308.0,"zebedee scores 13.35 with consistency score 25.0, bancho score 19.5, recent tournament form 13.5; reliability 0.869, activity 0.918, provisional",{}
realshin,,,22.35,,11.64,25.0,0.8688,0.9389,13.26,True,16.26,1,170.0,"realshin scores 13.26 with consistency score 25.0, bancho score 22.4, recent tournament form 11.6; reliability 0.869, activity 0.939, provisional",{}
Azasapag,,,22.44,,9.97,25.0,0.8688,0.9577,12.71,True,15.27,1,99.0,"Azasapag scores 12.71 with consistency score 25.0, bancho score 22.4, recent tournament form 10.0; reliability 0.869, activity 0.958, provisional",{}
chiv,,,27.47,,6.73,25.0,0.8688,0.9478,11.96,True,14.53,1,133.0,"chiv scores 11.96 with bancho score 27.5, consistency score 25.0, recent tournament form 6.7; reliability 0.869, activity 0.948, provisional",{}
Seija Kijin,,,19.68,,9.71,25.0,0.8688,0.9194,11.54,True,14.44,1,295.0,"Seija Kijin scores 11.54 with consistency score 25.0, bancho score 19.7, recent tournament form 9.7; reliability 0.869, activity 0.919, provisional",{}
